case_id,cse_id,opened_at,closed_at,investigation_text,investigator_id,escalated,resolution,alert_ids
CAS-CSE-01-0015,CSE-01,2024-10-24 12:59:23.123566,2024-10-24 13:14:48.180257,Investigation completed. Findings documented in internal tracker 7.,ANA-05,False,Resolved,"[""ALT-CSE-01-00060""]"
CAS-CSE-01-0016,CSE-01,2024-11-11 06:20:00.974527,2024-11-11 07:20:33.165471,Investigation completed. Findings documented in internal tracker 32.,ANA-04,False,Resolved,"[""ALT-CSE-01-00061""]"
CAS-CSE-01-0017,CSE-01,2024-10-17 18:46:16.140938,2024-10-17 19:22:31.898879,Investigation completed. Findings documented in internal tracker 29.,ANA-05,True,Resolved,"[""ALT-CSE-01-00062""]"
CAS-CSE-01-0018,CSE-01,2024-12-15 11:56:02.881965,2024-12-15 14:03:16.971325,Investigation completed. Findings documented in internal tracker 20.,ANA-01,True,Resolved,"[""ALT-CSE-01-00065""]"
CAS-CSE-01-0019,CSE-01,2024-10-17 07:45:28.026594,2024-10-17 08:37:36.755138,Investigation completed. Findings documented in internal tracker 35.,ANA-04,True,Resolved,"[""ALT-CSE-01-00068""]"
CAS-CSE-01-0020,CSE-01,2024-12-22 22:55:31.977599,2024-12-23 00:34:10.054456,Investigation completed. Findings documented in internal tracker 21.,ANA-04,False,Resolved,"[""ALT-CSE-01-00071""]"
CAS-CSE-01-0021,CSE-01,2024-12-27 18:07:16.659088,2024-12-27 20:09:52.090840,Investigation completed. Findings documented in internal tracker 11.,ANA-04,False,Resolved,"[""ALT-CSE-01-00077""]"
CAS-CSE-01-0022,CSE-01,2024-12-21 15:06:28.654034,2024-12-21 17:18:22.530995,Investigation completed. Findings documented in internal tracker 34.,ANA-01,False,Resolved,"[""ALT-CSE-01-00079""]"
CAS-CSE-01-0023,CSE-01,2024-11-19 11:26:56.286603,2024-11-19 14:04:00.447300,Investigation completed. Findings documented in internal tracker 9.,ANA-05,True,Resolved,"[""ALT-CSE-01-00082""]"
CAS-CSE-01-0024,CSE-01,2024-12-15 12:35:33.764580,2024-12-15 13:28:29.092033,Investigation completed. Findings documented in internal tracker 12.,ANA-04,False,Resolved,"[""ALT-CSE-01-00087""]"
CAS-CSE-01-0025,CSE-01,2024-12-27 15:30:26.164110,2024-12-27 15:49:56.718471,Investigation completed. Findings documented in internal tracker 13.,ANA-01,False,Resolved,"[""ALT-CSE-01-00092""]"
CAS-CSE-01-0026,CSE-01,2024-11-22 09:44:34.998705,2024-11-22 11:23:19.736101,Investigation completed. Findings documented in internal tracker 36.,ANA-04,False,Resolved,"[""ALT-CSE-01-00094""]"
CAS-CSE-01-0027,CSE-01,2024-10-09 23:50:37.957461,2024-10-10 01:41:46.143105,Investigation completed. Findings documented in internal tracker 10.,ANA-03,False,Resolved,"[""ALT-CSE-01-00096""]"
CAS-CSE-01-0028,CSE-01,2024-11-21 11:22:04.674902,2024-11-21 12:00:24.938932,Investigation completed. Findings documented in internal tracker 16.,ANA-04,False,Resolved,"[""ALT-CSE-01-00098""]"
CAS-CSE-01-0029,CSE-01,2024-10-21 05:55:12.927162,2024-10-21 07:11:03.347723,Investigation completed. Findings documented in internal tracker 2.,ANA-05,False,Resolved,"[""ALT-CSE-01-00101""]"
CAS-CSE-01-0030,CSE-01,2024-12-23 20:34:40.782487,2024-12-23 21:25:38.570173,Investigation completed. Findings documented in internal tracker 33.,ANA-01,True,Resolved,"[""ALT-CSE-01-00105""]"
CAS-CSE-01-0031,CSE-01,2024-11-18 20:22:38.924621,2024-11-18 21:02:29.623910,Investigation completed. Findings documented in internal tracker 7.,ANA-02,False,Resolved,"[""ALT-CSE-01-00106""]"
CAS-CSE-01-0032,CSE-01,2024-11-30 08:29:11.615554,2024-11-30 10:25:33.753915,Investigation completed. Findings documented in internal tracker 5.,ANA-05,True,Resolved,"[""ALT-CSE-01-00108""]"
CAS-CSE-01-0033,CSE-01,2024-10-30 06:47:49.413262,2024-10-30 07:29:53.745612,Investigation completed. Findings documented in internal tracker 25.,ANA-01,False,Resolved,"[""ALT-CSE-01-00109""]"
CAS-CSE-01-0034,CSE-01,2024-10-15 05:22:39.342349,2024-10-15 06:29:58.628234,Investigation completed. Findings documented in internal tracker 15.,ANA-03,True,Resolved,"[""ALT-CSE-01-00124""]"
CAS-CSE-01-0035,CSE-01,2024-11-22 03:32:39.665389,2024-11-22 04:25:38.312211,Investigation completed. Findings documented in internal tracker 22.,ANA-04,False,Resolved,"[""ALT-CSE-01-00129""]"
CAS-CSE-01-0036,CSE-01,2024-12-27 06:17:10.301811,2024-12-27 08:43:48.883476,Investigation completed. Findings documented in internal tracker 21.,ANA-01,False,Resolved,"[""ALT-CSE-01-00130""]"
CAS-CSE-01-0037,CSE-01,2024-11-19 12:12:08.715698,2024-11-19 13:05:07.760335,Investigation completed. Findings documented in internal tracker 5.,ANA-02,False,Resolved,"[""ALT-CSE-01-00131""]"
CAS-CSE-01-0038,CSE-01,2024-10-01 01:49:46.292269,2024-10-01 02:51:13.823024,Investigation completed. Findings documented in internal tracker 5.,ANA-02,False,Resolved,"[""ALT-CSE-01-00133""]"
CAS-CSE-01-0039,CSE-01,2024-12-03 18:54:34.430296,2024-12-03 19:34:40.548154,Investigation completed. Findings documented in internal tracker 33.,ANA-03,True,Resolved,"[""ALT-CSE-01-00134""]"
CAS-CSE-01-0040,CSE-01,2024-11-28 23:42:09.316064,2024-11-29 00:19:11.672233,Investigation completed. Findings documented in internal tracker 32.,ANA-04,True,Resolved,"[""ALT-CSE-01-00140""]"
CAS-CSE-01-0041,CSE-01,2024-11-06 04:43:13.683838,2024-11-06 05:34:26.905716,Investigation completed. Findings documented in internal tracker 25.,ANA-04,False,Resolved,"[""ALT-CSE-01-00141""]"
CAS-CSE-01-0042,CSE-01,2024-10-17 07:10:38.648714,2024-10-17 07:28:26.451807,Investigation completed. Findings documented in internal tracker 0.,ANA-05,False,Resolved,"[""ALT-CSE-01-00143""]"
CAS-CSE-01-0043,CSE-01,2024-11-19 21:48:03.590616,2024-11-19 22:23:37.442281,Investigation completed. Findings documented in internal tracker 3.,ANA-02,True,Resolved,"[""ALT-CSE-01-00146""]"
CAS-CSE-01-0044,CSE-01,2024-10-11 23:55:31.557973,2024-10-12 02:29:45.337604,Investigation completed. Findings documented in internal tracker 30.,ANA-05,False,Resolved,"[""ALT-CSE-01-00147""]"
CAS-CSE-01-0045,CSE-01,2024-12-09 00:00:24.686040,2024-12-09 01:21:19.289685,Investigation completed. Findings documented in internal tracker 12.,ANA-02,False,Resolved,"[""ALT-CSE-01-00148""]"
CAS-CSE-01-0046,CSE-01,2024-12-01 08:29:47.999806,2024-12-01 09:22:26.576175,Investigation completed. Findings documented in internal tracker 34.,ANA-04,True,Resolved,"[""ALT-CSE-01-00157""]"
CAS-CSE-01-0047,CSE-01,2024-10-30 23:43:52.031626,2024-10-31 01:10:57.172748,Investigation completed. Findings documented in internal tracker 23.,ANA-02,False,Resolved,"[""ALT-CSE-01-00158""]"
CAS-CSE-01-0048,CSE-01,2024-10-09 06:13:59.775325,2024-10-09 08:10:06.336913,Investigation completed. Findings documented in internal tracker 35.,ANA-01,False,Resolved,"[""ALT-CSE-01-00160""]"
CAS-CSE-01-0049,CSE-01,2024-11-19 18:25:18.320760,2024-11-19 19:14:19.750823,Investigation completed. Findings documented in internal tracker 4.,ANA-04,True,Resolved,"[""ALT-CSE-01-00169""]"
CAS-CSE-01-0050,CSE-01,2024-10-31 09:18:51.365255,2024-10-31 10:03:04.099280,Investigation completed. Findings documented in internal tracker 13.,ANA-05,False,Resolved,"[""ALT-CSE-01-00176""]"
CAS-CSE-01-0051,CSE-01,2024-12-05 08:52:05.654736,2024-12-05 09:03:09.148146,Investigation completed. Findings documented in internal tracker 32.,ANA-04,False,Resolved,"[""ALT-CSE-01-00178""]"
CAS-CSE-01-0052,CSE-01,2024-11-20 00:46:27.220980,2024-11-20 01:26:05.724353,Investigation completed. Findings documented in internal tracker 6.,ANA-02,False,Resolved,"[""ALT-CSE-01-00186""]"
CAS-CSE-01-0053,CSE-01,2024-11-02 04:27:55.530413,2024-11-02 05:02:28.303103,Investigation completed. Findings documented in internal tracker 23.,ANA-05,False,Resolved,"[""ALT-CSE-01-00190""]"
CAS-CSE-01-0054,CSE-01,2024-11-30 22:10:57.701501,2024-11-30 23:00:56.090570,Investigation completed. Findings documented in internal tracker 16.,ANA-03,False,Resolved,"[""ALT-CSE-01-00194""]"
CAS-CSE-01-0055,CSE-01,2024-10-11 04:27:10.751736,2024-10-11 05:17:50.420330,Investigation completed. Findings documented in internal tracker 14.,ANA-04,False,Resolved,"[""ALT-CSE-01-00205""]"
CAS-CSE-01-0056,CSE-01,2024-12-17 21:44:49.534981,2024-12-17 22:21:18.984090,Investigation completed. Findings documented in internal tracker 36.,ANA-02,False,Resolved,"[""ALT-CSE-01-00207""]"
CAS-CSE-01-0057,CSE-01,2024-11-09 18:01:29.008904,2024-11-09 19:36:51.533108,Investigation completed. Findings documented in internal tracker 39.,ANA-02,True,Resolved,"[""ALT-CSE-01-00209""]"
CAS-CSE-01-0058,CSE-01,2024-12-20 03:43:23.385474,2024-12-20 04:34:03.061871,Investigation completed. Findings documented in internal tracker 24.,ANA-03,False,Resolved,"[""ALT-CSE-01-00210""]"
CAS-CSE-01-0059,CSE-01,2024-12-08 17:19:10.333958,2024-12-08 17:47:49.962087,Investigation completed. Findings documented in internal tracker 34.,ANA-04,False,Resolved,"[""ALT-CSE-01-00220""]"
CAS-CSE-01-0060,CSE-01,2024-11-22 02:33:50.695175,2024-11-22 05:34:52.126219,Investigation completed. Findings documented in internal tracker 0.,ANA-05,False,Resolved,"[""ALT-CSE-01-00222""]"
CAS-CSE-01-0061,CSE-01,2024-10-06 12:57:22.193701,2024-10-06 14:21:33.786337,Investigation completed. Findings documented in internal tracker 19.,ANA-04,False,Resolved,"[""ALT-CSE-01-00223""]"
CAS-CSE-01-0062,CSE-01,2024-10-22 02:58:31.616371,2024-10-22 03:48:40.585956,Investigation completed. Findings documented in internal tracker 12.,ANA-02,False,Resolved,"[""ALT-CSE-01-00226""]"
CAS-CSE-01-0063,CSE-01,2024-12-16 06:52:06.026842,2024-12-16 07:15:27.998971,Investigation completed. Findings documented in internal tracker 19.,ANA-05,False,Resolved,"[""ALT-CSE-01-00230""]"
CAS-CSE-01-0064,CSE-01,2024-10-30 21:03:20.621433,2024-10-30 21:53:53.114727,Investigation completed. Findings documented in internal tracker 27.,ANA-01,True,Resolved,"[""ALT-CSE-01-00234""]"
CAS-CSE-01-0065,CSE-01,2024-11-17 21:52:04.521755,2024-11-17 23:46:32.035372,Investigation completed. Findings documented in internal tracker 36.,ANA-04,False,Resolved,"[""ALT-CSE-01-00247""]"
CAS-CSE-01-0066,CSE-01,2024-10-01 16:32:32.808273,2024-10-01 17:25:04.965198,Investigation completed. Findings documented in internal tracker 17.,ANA-01,False,Resolved,"[""ALT-CSE-01-00250""]"
CAS-CSE-01-0067,CSE-01,2024-11-05 06:08:06.783544,2024-11-05 07:57:28.019329,Investigation completed. Findings documented in internal tracker 17.,ANA-01,False,Resolved,"[""ALT-CSE-01-00251""]"
CAS-CSE-01-0068,CSE-01,2024-11-24 18:30:46.123106,2024-11-24 21:08:57.587121,Investigation completed. Findings documented in internal tracker 36.,ANA-05,False,Resolved,"[""ALT-CSE-01-00252""]"
CAS-CSE-01-0069,CSE-01,2024-10-15 09:16:24.751981,2024-10-15 09:51:56.390962,Investigation completed. Findings documented in internal tracker 38.,ANA-02,False,Resolved,"[""ALT-CSE-01-00255""]"
CAS-CSE-01-0070,CSE-01,2024-10-28 18:41:13.663600,2024-10-28 19:19:58.727006,Investigation completed. Findings documented in internal tracker 9.,ANA-04,True,Resolved,"[""ALT-CSE-01-00258""]"
CAS-CSE-01-0071,CSE-01,2024-11-28 20:13:55.114908,2024-11-28 20:54:28.205804,Investigation completed. Findings documented in internal tracker 22.,ANA-05,False,Resolved,"[""ALT-CSE-01-00261""]"
CAS-CSE-01-0072,CSE-01,2024-10-25 05:13:12.971647,2024-10-25 08:47:25.458651,Investigation completed. Findings documented in internal tracker 6.,ANA-03,False,Resolved,"[""ALT-CSE-01-00277""]"
CAS-CSE-01-0073,CSE-01,2024-12-01 09:53:15.391775,2024-12-01 10:28:29.653863,Investigation completed. Findings documented in internal tracker 18.,ANA-05,False,Resolved,"[""ALT-CSE-01-00290""]"
CAS-CSE-01-0074,CSE-01,2024-12-14 19:32:10.148937,2024-12-14 20:24:30.342570,Investigation completed. Findings documented in internal tracker 32.,ANA-05,False,Resolved,"[""ALT-CSE-01-00291""]"
CAS-CSE-01-0075,CSE-01,2024-12-29 00:10:17.003485,2024-12-29 01:14:17.196042,Investigation completed. Findings documented in internal tracker 33.,ANA-03,False,Resolved,"[""ALT-CSE-01-00300""]"
CAS-CSE-01-0076,CSE-01,2024-12-02 09:30:59.119454,2024-12-02 11:13:35.465174,Investigation completed. Findings documented in internal tracker 14.,ANA-02,True,Resolved,"[""ALT-CSE-01-00302""]"
CAS-CSE-01-0077,CSE-01,2024-11-09 22:04:51.378298,2024-11-09 23:09:30.773651,Investigation completed. Findings documented in internal tracker 25.,ANA-05,False,Resolved,"[""ALT-CSE-01-00314""]"
CAS-CSE-01-0078,CSE-01,2024-10-01 21:47:45.010578,2024-10-01 23:23:20.144685,Investigation completed. Findings documented in internal tracker 12.,ANA-02,True,Resolved,"[""ALT-CSE-01-00325""]"
CAS-CSE-01-0079,CSE-01,2024-12-02 09:14:24.349345,2024-12-02 10:39:51.207572,Investigation completed. Findings documented in internal tracker 31.,ANA-03,False,Resolved,"[""ALT-CSE-01-00326""]"
CAS-CSE-01-0080,CSE-01,2024-10-11 22:21:07.875319,2024-10-11 23:00:26.243817,Investigation completed. Findings documented in internal tracker 9.,ANA-04,True,Resolved,"[""ALT-CSE-01-00334""]"
CAS-CSE-01-0081,CSE-01,2024-10-05 16:35:26.847036,2024-10-05 17:22:18.920450,Investigation completed. Findings documented in internal tracker 38.,ANA-01,False,Resolved,"[""ALT-CSE-01-00339""]"
CAS-CSE-01-0082,CSE-01,2024-11-01 10:04:12.803618,2024-11-01 10:25:28.368351,Investigation completed. Findings documented in internal tracker 20.,ANA-03,False,Resolved,"[""ALT-CSE-01-00348""]"
CAS-CSE-01-0083,CSE-01,2024-11-02 17:54:54.564010,2024-11-02 18:35:35.445068,Investigation completed. Findings documented in internal tracker 21.,ANA-02,False,Resolved,"[""ALT-CSE-01-00352""]"
CAS-CSE-01-0084,CSE-01,2024-12-15 18:05:18.942484,2024-12-15 19:20:51.050507,Investigation completed. Findings documented in internal tracker 10.,ANA-02,True,Resolved,"[""ALT-CSE-01-00356""]"
CAS-CSE-01-0085,CSE-01,2024-10-04 15:56:53.148945,2024-10-04 18:09:37.940960,Investigation completed. Findings documented in internal tracker 10.,ANA-04,False,Resolved,"[""ALT-CSE-01-00359""]"
CAS-CSE-01-0086,CSE-01,2024-10-12 02:35:38.250678,2024-10-12 03:18:21.238507,Investigation completed. Findings documented in internal tracker 29.,ANA-03,False,Resolved,"[""ALT-CSE-01-00365""]"
CAS-CSE-01-0087,CSE-01,2024-11-23 15:14:33.562829,2024-11-23 15:52:48.117169,Investigation completed. Findings documented in internal tracker 22.,ANA-02,False,Resolved,"[""ALT-CSE-01-00369""]"
CAS-CSE-01-0088,CSE-01,2024-11-27 10:32:06.432543,2024-11-27 11:26:03.519802,Investigation completed. Findings documented in internal tracker 35.,ANA-03,False,Resolved,"[""ALT-CSE-01-00372""]"
CAS-CSE-01-0089,CSE-01,2024-11-10 06:33:25.618103,2024-11-10 08:55:04.987534,Investigation completed. Findings documented in internal tracker 11.,ANA-02,False,Resolved,"[""ALT-CSE-01-00383""]"
CAS-CSE-01-0090,CSE-01,2024-11-09 07:47:44.296515,2024-11-09 08:54:25.370744,Investigation completed. Findings documented in internal tracker 31.,ANA-01,True,Resolved,"[""ALT-CSE-01-00385""]"
CAS-CSE-01-0091,CSE-01,2024-11-27 08:00:32.824006,2024-11-27 08:24:54.652469,Investigation completed. Findings documented in internal tracker 35.,ANA-05,True,Resolved,"[""ALT-CSE-01-00387""]"
CAS-CSE-01-0092,CSE-01,2024-10-12 16:29:12.928099,2024-10-12 17:05:23.291511,Investigation completed. Findings documented in internal tracker 25.,ANA-04,False,Resolved,"[""ALT-CSE-01-00393""]"
CAS-CSE-01-0093,CSE-01,2024-12-17 12:49:27.308865,2024-12-17 13:31:50.702257,Investigation completed. Findings documented in internal tracker 21.,ANA-03,True,Resolved,"[""ALT-CSE-01-00394""]"
CAS-CSE-01-0094,CSE-01,2024-10-05 06:16:15.821865,2024-10-05 07:02:44.326360,Investigation completed. Findings documented in internal tracker 16.,ANA-02,False,Resolved,"[""ALT-CSE-01-00396""]"
CAS-CSE-01-0095,CSE-01,2024-10-25 06:45:23.754424,2024-10-25 07:00:39.646236,Investigation completed. Findings documented in internal tracker 23.,ANA-02,False,Resolved,"[""ALT-CSE-01-00401""]"
CAS-CSE-01-0096,CSE-01,2024-10-07 08:17:53.948840,2024-10-07 08:58:57.630188,Investigation completed. Findings documented in internal tracker 22.,ANA-05,False,Resolved,"[""ALT-CSE-01-00412""]"
CAS-CSE-01-0097,CSE-01,2024-11-07 06:24:19.668794,2024-11-07 06:56:23.271159,Investigation completed. Findings documented in internal tracker 4.,ANA-04,True,Resolved,"[""ALT-CSE-01-00414""]"
CAS-CSE-01-0098,CSE-01,2024-12-02 12:04:42.700255,2024-12-02 13:09:45.678512,Investigation completed. Findings documented in internal tracker 35.,ANA-01,False,Resolved,"[""ALT-CSE-01-00421""]"
CAS-CSE-01-0099,CSE-01,2024-11-15 04:21:40.118463,2024-11-15 05:15:37.000954,Investigation completed. Findings documented in internal tracker 35.,ANA-03,True,Resolved,"[""ALT-CSE-01-00423""]"
CAS-CSE-01-0100,CSE-01,2024-10-21 02:41:06.658083,2024-10-21 03:16:49.405927,Investigation completed. Findings documented in internal tracker 38.,ANA-01,True,Resolved,"[""ALT-CSE-01-00424""]"
CAS-CSE-01-0101,CSE-01,2024-11-09 09:46:28.847360,2024-11-09 10:55:20.507305,Investigation completed. Findings documented in internal tracker 7.,ANA-05,False,Resolved,"[""ALT-CSE-01-00433""]"
CAS-CSE-01-0102,CSE-01,2024-11-09 03:26:17.503006,2024-11-09 04:09:03.417977,Investigation completed. Findings documented in internal tracker 21.,ANA-05,False,Resolved,"[""ALT-CSE-01-00437""]"
CAS-CSE-01-0103,CSE-01,2024-10-20 11:44:08.323270,2024-10-20 12:23:41.981738,Investigation completed. Findings documented in internal tracker 27.,ANA-04,False,Resolved,"[""ALT-CSE-01-00438""]"
CAS-CSE-01-0104,CSE-01,2024-10-21 04:43:47.155661,2024-10-21 05:19:04.268729,Investigation completed. Findings documented in internal tracker 18.,ANA-03,True,Resolved,"[""ALT-CSE-01-00441""]"
CAS-CSE-01-0105,CSE-01,2024-12-26 11:19:23.589326,2024-12-26 12:06:03.126078,Investigation completed. Findings documented in internal tracker 4.,ANA-04,False,Resolved,"[""ALT-CSE-01-00451""]"
CAS-CSE-01-0106,CSE-01,2024-11-03 18:02:23.723203,2024-11-03 20:15:56.043422,Investigation completed. Findings documented in internal tracker 15.,ANA-05,False,Resolved,"[""ALT-CSE-01-00457""]"
CAS-CSE-01-0107,CSE-01,2024-12-11 21:38:54.241428,2024-12-11 22:13:45.204735,Investigation completed. Findings documented in internal tracker 0.,ANA-02,False,Resolved,"[""ALT-CSE-01-00461""]"
CAS-CSE-01-0108,CSE-01,2024-12-11 00:43:53.927883,2024-12-11 01:39:58.455127,Investigation completed. Findings documented in internal tracker 39.,ANA-04,False,Resolved,"[""ALT-CSE-01-00470""]"
CAS-CSE-01-0109,CSE-01,2024-10-01 07:28:44.956437,2024-10-01 08:13:33.598598,Investigation completed. Findings documented in internal tracker 9.,ANA-01,False,Resolved,"[""ALT-CSE-01-00475""]"
CAS-CSE-01-0110,CSE-01,2024-10-10 08:26:36.995220,2024-10-10 09:07:10.348576,Investigation completed. Findings documented in internal tracker 18.,ANA-04,False,Resolved,"[""ALT-CSE-01-00485""]"
CAS-CSE-01-0111,CSE-01,2024-12-28 10:01:28.070701,2024-12-28 10:41:21.708498,Investigation completed. Findings documented in internal tracker 8.,ANA-04,True,Resolved,"[""ALT-CSE-01-00486""]"
CAS-CSE-01-0112,CSE-01,2024-11-17 23:41:50.152116,2024-11-17 23:57:37.488103,Investigation completed. Findings documented in internal tracker 20.,ANA-02,False,Resolved,"[""ALT-CSE-01-00493""]"
CAS-CSE-01-0113,CSE-01,2024-10-06 15:09:47.880662,2024-10-06 16:03:48.384707,Investigation completed. Findings documented in internal tracker 15.,ANA-01,False,Resolved,"[""ALT-CSE-01-00494""]"
CAS-CSE-01-0114,CSE-01,2024-12-09 12:56:32.056687,2024-12-09 14:11:53.593484,Investigation completed. Findings documented in internal tracker 35.,ANA-01,True,Resolved,"[""ALT-CSE-01-00505""]"
CAS-CSE-01-0115,CSE-01,2024-12-23 10:19:21.220666,2024-12-23 10:47:48.012667,Investigation completed. Findings documented in internal tracker 32.,ANA-02,False,Resolved,"[""ALT-CSE-01-00508""]"
CAS-CSE-01-0116,CSE-01,2024-12-21 15:46:49.029327,2024-12-21 16:22:04.218738,Investigation completed. Findings documented in internal tracker 11.,ANA-03,False,Resolved,"[""ALT-CSE-01-00510""]"
CAS-CSE-01-0117,CSE-01,2024-12-28 01:23:27.388822,2024-12-28 03:30:25.487199,Investigation completed. Findings documented in internal tracker 25.,ANA-01,True,Resolved,"[""ALT-CSE-01-00516""]"
CAS-CSE-01-0118,CSE-01,2024-11-18 11:03:07.198325,2024-11-18 12:28:42.094845,Investigation completed. Findings documented in internal tracker 32.,ANA-02,False,Resolved,"[""ALT-CSE-01-00522""]"
CAS-CSE-01-0119,CSE-01,2024-12-28 04:05:56.405861,2024-12-28 04:16:40.209475,Investigation completed. Findings documented in internal tracker 38.,ANA-03,True,Resolved,"[""ALT-CSE-01-00527""]"
CAS-CSE-01-0120,CSE-01,2024-10-31 18:55:51.126143,2024-10-31 20:55:46.154636,Investigation completed. Findings documented in internal tracker 23.,ANA-03,False,Resolved,"[""ALT-CSE-01-00528""]"
CAS-CSE-01-0121,CSE-01,2024-11-29 22:45:52.831065,2024-11-30 00:28:56.077932,Investigation completed. Findings documented in internal tracker 21.,ANA-05,True,Resolved,"[""ALT-CSE-01-00530""]"
CAS-CSE-01-0122,CSE-01,2024-10-24 04:29:43.145288,2024-10-24 05:04:36.773758,Investigation completed. Findings documented in internal tracker 27.,ANA-01,False,Resolved,"[""ALT-CSE-01-00533""]"
CAS-CSE-01-0123,CSE-01,2024-12-18 09:25:01.887374,2024-12-18 09:55:20.405219,Investigation completed. Findings documented in internal tracker 27.,ANA-05,False,Resolved,"[""ALT-CSE-01-00534""]"
CAS-CSE-01-0124,CSE-01,2024-12-12 23:06:56.552866,2024-12-12 23:36:55.617587,Investigation completed. Findings documented in internal tracker 10.,ANA-02,False,Resolved,"[""ALT-CSE-01-00537""]"
CAS-CSE-01-0125,CSE-01,2024-10-13 12:23:57.936267,2024-10-13 12:46:02.596814,Investigation completed. Findings documented in internal tracker 29.,ANA-03,False,Resolved,"[""ALT-CSE-01-00541""]"
CAS-CSE-01-0126,CSE-01,2024-11-13 00:18:25.477380,2024-11-13 00:57:47.718793,Investigation completed. Findings documented in internal tracker 2.,ANA-01,False,Resolved,"[""ALT-CSE-01-00543""]"
CAS-CSE-01-0127,CSE-01,2024-12-27 03:26:39.877831,2024-12-27 04:08:10.171411,Investigation completed. Findings documented in internal tracker 5.,ANA-01,False,Resolved,"[""ALT-CSE-01-00546""]"
CAS-CSE-01-0128,CSE-01,2024-12-14 15:36:26.005322,2024-12-14 17:35:23.635893,Investigation completed. Findings documented in internal tracker 34.,ANA-03,False,Resolved,"[""ALT-CSE-01-00554""]"
CAS-CSE-01-0129,CSE-01,2024-11-03 11:31:17.818296,2024-11-03 12:02:52.732628,Investigation completed. Findings documented in internal tracker 26.,ANA-05,False,Resolved,"[""ALT-CSE-01-00556""]"
CAS-CSE-01-0130,CSE-01,2024-10-27 09:24:29.362317,2024-10-27 12:15:50.396163,Investigation completed. Findings documented in internal tracker 39.,ANA-05,True,Resolved,"[""ALT-CSE-01-00563""]"
CAS-CSE-01-0131,CSE-01,2024-11-27 05:19:17.257297,2024-11-27 05:57:09.229551,Investigation completed. Findings documented in internal tracker 11.,ANA-03,False,Resolved,"[""ALT-CSE-01-00569""]"
CAS-CSE-01-0132,CSE-01,2024-12-27 18:56:08.708601,2024-12-27 20:10:49.433010,Investigation completed. Findings documented in internal tracker 30.,ANA-02,False,Resolved,"[""ALT-CSE-01-00571""]"
