case_id,cse_id,opened_at,closed_at,investigation_text,investigator_id,escalated,resolution,alert_ids
CAS-CSE-07-0056,CSE-07,2024-12-03 05:47:08.163435,2024-12-03 05:51:27.086440,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00061""]"
CAS-CSE-07-0057,CSE-07,2024-10-28 07:57:01.191924,2024-10-28 08:00:40.526617,Investigated system activity on port 37508. Correlated firewall session logs.,ANA-007,False,Resolved,"[""ALT-CSE-07-00063""]"
CAS-CSE-07-0058,CSE-07,2024-10-27 13:54:27.049663,2024-10-27 13:57:51.498037,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,True,Resolved,"[""ALT-CSE-07-00064""]"
CAS-CSE-07-0059,CSE-07,2024-12-08 22:07:31.181237,2024-12-08 22:11:32.947044,Investigated system activity on port 29364. Correlated firewall session logs.,ANA-007,False,Resolved,"[""ALT-CSE-07-00065""]"
CAS-CSE-07-0060,CSE-07,2024-12-04 17:40:58.170156,2024-12-04 17:45:04.339438,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00066""]"
CAS-CSE-07-0061,CSE-07,2024-10-15 20:56:38.106574,2024-10-15 21:01:24.246952,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00067""]"
CAS-CSE-07-0062,CSE-07,2024-10-02 21:01:21.158865,2024-10-02 21:05:44.596841,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00068""]"
CAS-CSE-07-0063,CSE-07,2024-10-17 07:31:25.407920,2024-10-17 07:35:19.042184,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,True,Resolved,"[""ALT-CSE-07-00069""]"
CAS-CSE-07-0064,CSE-07,2024-12-24 18:00:14.539483,2024-12-24 18:03:35.918099,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00070""]"
CAS-CSE-07-0065,CSE-07,2024-12-24 11:08:59.987078,2024-12-24 11:13:11.033262,Investigated system activity on port 55407. Correlated firewall session logs.,ANA-007,False,Resolved,"[""ALT-CSE-07-00072""]"
CAS-CSE-07-0066,CSE-07,2024-10-25 21:01:23.733188,2024-10-25 21:05:35.346755,Investigated system activity on port 22372. Correlated firewall session logs.,ANA-007,False,Resolved,"[""ALT-CSE-07-00073""]"
CAS-CSE-07-0067,CSE-07,2024-10-22 12:47:33.615696,2024-10-22 12:52:21.725342,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,True,Resolved,"[""ALT-CSE-07-00074""]"
CAS-CSE-07-0068,CSE-07,2024-11-24 02:25:03.204911,2024-11-24 02:29:10.346758,Investigated system activity on port 23399. Correlated firewall session logs.,ANA-007,False,Resolved,"[""ALT-CSE-07-00075""]"
CAS-CSE-07-0069,CSE-07,2024-10-03 22:34:41.471924,2024-10-03 22:38:04.542487,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00076""]"
CAS-CSE-07-0070,CSE-07,2024-11-15 20:33:53.068333,2024-11-15 20:37:53.435653,Investigated system activity on port 35081. Correlated firewall session logs.,ANA-007,False,Resolved,"[""ALT-CSE-07-00077""]"
CAS-CSE-07-0071,CSE-07,2024-10-07 18:23:58.141557,2024-10-07 18:28:12.619984,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00079""]"
CAS-CSE-07-0072,CSE-07,2024-10-30 23:51:42.350997,2024-10-30 23:55:03.067954,Investigated system activity on port 41348. Correlated firewall session logs.,ANA-007,False,Resolved,"[""ALT-CSE-07-00080""]"
CAS-CSE-07-0073,CSE-07,2024-12-01 08:15:54.367113,2024-12-01 08:19:26.863143,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00081""]"
CAS-CSE-07-0074,CSE-07,2024-10-28 17:41:52.853433,2024-10-28 17:45:46.488606,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00082""]"
CAS-CSE-07-0075,CSE-07,2024-10-01 17:36:56.503248,2024-10-01 17:40:47.515072,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00083""]"
CAS-CSE-07-0076,CSE-07,2024-11-04 23:35:52.438085,2024-11-04 23:39:59.808786,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00084""]"
CAS-CSE-07-0077,CSE-07,2024-11-03 04:24:13.594290,2024-11-03 04:28:35.668621,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00085""]"
CAS-CSE-07-0078,CSE-07,2024-10-30 17:26:19.133441,2024-10-30 17:30:14.088593,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00086""]"
CAS-CSE-07-0079,CSE-07,2024-10-31 21:54:35.327457,2024-10-31 21:58:09.659486,Investigated system activity on port 28749. Correlated firewall session logs.,ANA-007,False,Resolved,"[""ALT-CSE-07-00088""]"
CAS-CSE-07-0080,CSE-07,2024-11-10 14:22:44.147454,2024-11-10 14:27:08.208305,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00089""]"
CAS-CSE-07-0081,CSE-07,2024-10-17 03:51:14.098372,2024-10-17 03:54:40.417551,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00090""]"
CAS-CSE-07-0082,CSE-07,2024-12-27 01:22:51.982208,2024-12-27 01:27:29.566819,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00091""]"
CAS-CSE-07-0083,CSE-07,2024-10-10 09:07:25.501696,2024-10-10 09:11:42.627237,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00093""]"
CAS-CSE-07-0084,CSE-07,2024-12-22 08:32:29.195636,2024-12-22 08:36:52.989334,Investigated system activity on port 62813. Correlated firewall session logs.,ANA-007,False,Resolved,"[""ALT-CSE-07-00094""]"
CAS-CSE-07-0085,CSE-07,2024-10-07 17:51:43.371182,2024-10-07 17:55:28.717544,Investigated system activity on port 50900. Correlated firewall session logs.,ANA-007,False,Resolved,"[""ALT-CSE-07-00095""]"
CAS-CSE-07-0086,CSE-07,2024-11-18 07:31:39.014497,2024-11-18 07:35:53.419691,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00096""]"
CAS-CSE-07-0087,CSE-07,2024-10-05 07:17:11.871555,2024-10-05 07:20:29.064942,Investigated system activity on port 9221. Correlated firewall session logs.,ANA-007,False,Resolved,"[""ALT-CSE-07-00098""]"
CAS-CSE-07-0088,CSE-07,2024-11-11 01:35:42.684750,2024-11-11 01:39:37.842852,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00099""]"
CAS-CSE-07-0089,CSE-07,2024-12-13 04:54:38.686591,2024-12-13 04:59:20.237770,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00100""]"
CAS-CSE-07-0090,CSE-07,2024-12-25 08:47:38.044614,2024-12-25 08:52:02.019756,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00101""]"
CAS-CSE-07-0091,CSE-07,2024-11-07 17:49:25.269519,2024-11-07 17:53:59.437659,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00102""]"
CAS-CSE-07-0092,CSE-07,2024-11-10 14:56:24.822484,2024-11-10 15:00:48.925114,Investigated system activity on port 10074. Correlated firewall session logs.,ANA-007,False,Resolved,"[""ALT-CSE-07-00103""]"
CAS-CSE-07-0093,CSE-07,2024-11-29 10:59:05.140536,2024-11-29 11:03:19.940794,Investigated system activity on port 37632. Correlated firewall session logs.,ANA-007,False,Resolved,"[""ALT-CSE-07-00105""]"
CAS-CSE-07-0094,CSE-07,2024-12-08 22:54:09.600289,2024-12-08 22:57:15.957228,Investigated system activity on port 33718. Correlated firewall session logs.,ANA-007,False,Resolved,"[""ALT-CSE-07-00106""]"
CAS-CSE-07-0095,CSE-07,2024-10-22 18:56:56.820177,2024-10-22 19:00:49.343918,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00107""]"
CAS-CSE-07-0096,CSE-07,2024-10-29 11:32:11.971440,2024-10-29 11:35:51.322944,Investigated system activity on port 48935. Correlated firewall session logs.,ANA-007,False,Resolved,"[""ALT-CSE-07-00108""]"
CAS-CSE-07-0097,CSE-07,2024-12-23 22:06:46.788205,2024-12-23 22:10:04.154850,Investigated system activity on port 49347. Correlated firewall session logs.,ANA-007,False,Resolved,"[""ALT-CSE-07-00109""]"
CAS-CSE-07-0098,CSE-07,2024-12-27 06:37:58.268683,2024-12-27 06:42:29.864823,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00110""]"
CAS-CSE-07-0099,CSE-07,2024-11-30 13:45:45.121948,2024-11-30 13:50:30.318428,Investigated system activity on port 16957. Correlated firewall session logs.,ANA-007,False,Resolved,"[""ALT-CSE-07-00111""]"
CAS-CSE-07-0100,CSE-07,2024-10-06 03:17:09.686516,2024-10-06 03:21:48.795953,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00112""]"
CAS-CSE-07-0101,CSE-07,2024-10-11 12:40:42.526471,2024-10-11 12:44:57.149800,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00113""]"
CAS-CSE-07-0102,CSE-07,2024-10-24 00:08:21.647267,2024-10-24 00:12:34.735705,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00114""]"
CAS-CSE-07-0103,CSE-07,2024-12-24 19:24:59.708357,2024-12-24 19:29:48.023251,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00115""]"
CAS-CSE-07-0104,CSE-07,2024-11-20 10:36:58.027339,2024-11-20 10:41:15.640745,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00116""]"
CAS-CSE-07-0105,CSE-07,2024-10-12 18:53:26.743908,2024-10-12 18:56:46.429088,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00119""]"
CAS-CSE-07-0106,CSE-07,2024-12-04 02:37:02.774566,2024-12-04 02:40:55.722051,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00121""]"
CAS-CSE-07-0107,CSE-07,2024-11-27 22:29:38.281054,2024-11-27 22:33:03.926353,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00123""]"
CAS-CSE-07-0108,CSE-07,2024-12-07 12:39:55.225103,2024-12-07 12:43:18.673193,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00126""]"
CAS-CSE-07-0109,CSE-07,2024-12-02 18:56:54.952776,2024-12-02 19:00:11.992559,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00127""]"
CAS-CSE-07-0110,CSE-07,2024-11-15 11:03:03.535823,2024-11-15 11:07:14.238674,Investigated system activity on port 31476. Correlated firewall session logs.,ANA-007,False,Resolved,"[""ALT-CSE-07-00129""]"
CAS-CSE-07-0111,CSE-07,2024-10-31 15:59:16.017133,2024-10-31 16:03:16.799016,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00130""]"
CAS-CSE-07-0112,CSE-07,2024-10-02 00:54:57.064056,2024-10-02 00:59:00.728118,Investigated system activity on port 12520. Correlated firewall session logs.,ANA-007,True,Resolved,"[""ALT-CSE-07-00131""]"
CAS-CSE-07-0113,CSE-07,2024-12-09 13:32:01.724128,2024-12-09 13:35:46.589709,Investigated system activity on port 18844. Correlated firewall session logs.,ANA-007,False,Resolved,"[""ALT-CSE-07-00134""]"
CAS-CSE-07-0114,CSE-07,2024-11-06 04:59:03.287247,2024-11-06 05:03:34.889793,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,True,Resolved,"[""ALT-CSE-07-00137""]"
CAS-CSE-07-0115,CSE-07,2024-12-15 01:34:40.322350,2024-12-15 01:38:06.799752,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00138""]"
CAS-CSE-07-0116,CSE-07,2024-12-19 17:41:03.233070,2024-12-19 17:44:46.529959,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00139""]"
CAS-CSE-07-0117,CSE-07,2024-11-02 00:13:18.851871,2024-11-02 00:17:36.314981,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00140""]"
CAS-CSE-07-0118,CSE-07,2024-11-07 02:32:01.886217,2024-11-07 02:35:54.117673,Investigated system activity on port 48337. Correlated firewall session logs.,ANA-007,False,Resolved,"[""ALT-CSE-07-00141""]"
CAS-CSE-07-0119,CSE-07,2024-11-13 01:52:09.475560,2024-11-13 01:55:51.665663,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00142""]"
CAS-CSE-07-0120,CSE-07,2024-10-09 05:27:04.719403,2024-10-09 05:30:39.904222,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00143""]"
CAS-CSE-07-0121,CSE-07,2024-10-14 15:11:42.604867,2024-10-14 15:14:44.252908,Investigated system activity on port 37479. Correlated firewall session logs.,ANA-007,False,Resolved,"[""ALT-CSE-07-00144""]"
CAS-CSE-07-0122,CSE-07,2024-10-30 20:38:23.577881,2024-10-30 20:42:43.358580,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00145""]"
CAS-CSE-07-0123,CSE-07,2024-10-18 07:19:13.434259,2024-10-18 07:23:31.790433,Investigated system activity on port 64290. Correlated firewall session logs.,ANA-007,False,Resolved,"[""ALT-CSE-07-00147""]"
CAS-CSE-07-0124,CSE-07,2024-10-23 05:23:22.546286,2024-10-23 05:27:38.252583,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00148""]"
CAS-CSE-07-0125,CSE-07,2024-12-27 12:51:44.616963,2024-12-27 12:54:51.975484,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00149""]"
CAS-CSE-07-0126,CSE-07,2024-12-02 16:09:57.271765,2024-12-02 16:14:17.675485,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00150""]"
CAS-CSE-07-0127,CSE-07,2024-11-23 11:00:33.103994,2024-11-23 11:04:51.222558,Investigated system activity on port 57479. Correlated firewall session logs.,ANA-007,False,Resolved,"[""ALT-CSE-07-00151""]"
