alert_id,cse_id,severity,created_at,acknowledged_at,closed_at,status,case_id,asset_id,escalated
ALT-CSE-11-00064,CSE-11,MEDIUM,2024-12-26T02:50:07,2024-12-26T03:16:10.077588,2024-12-26T03:26:09.316289,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00065,CSE-11,CRITICAL,2024-11-13T00:33:47,2024-11-13T00:51:00.735809,2024-11-13T01:08:26.510526,CLOSED,CAS-CSE-11-0019,CTRL-SRV-11,False
ALT-CSE-11-00066,CSE-11,LOW,2024-12-05T14:02:28,2024-12-05T14:09:57.597605,2024-12-05T14:57:58.993830,CLOSED,CAS-CSE-11-0020,CTRL-SRV-11,False
ALT-CSE-11-00067,CSE-11,CRITICAL,2024-12-29T16:45:59,2024-12-29T16:56:20.082050,2024-12-29T17:25:14.937774,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00068,CSE-11,MEDIUM,2024-11-06T22:40:58,2024-11-06T22:46:10.479341,2024-11-06T23:31:24.643500,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00069,CSE-11,CRITICAL,2024-12-11T21:50:16,2024-12-11T21:59:22.942325,2024-12-11T23:12:57.897490,CLOSED,CAS-CSE-11-0021,CTRL-SRV-11,False
ALT-CSE-11-00070,CSE-11,MEDIUM,2024-11-11T09:12:22,2024-11-11T09:41:08.313028,2024-11-11T10:08:57.227343,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00071,CSE-11,LOW,2024-10-22T18:07:37,2024-10-22T18:33:52.514352,2024-10-22T19:17:18.017683,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00072,CSE-11,LOW,2024-10-02T20:10:11,2024-10-02T20:36:04.345777,2024-10-02T21:01:12.929736,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00073,CSE-11,CRITICAL,2024-11-27T17:04:08,2024-11-27T17:27:56.391586,2024-11-27T17:54:48.062378,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00074,CSE-11,MEDIUM,2024-11-25T05:31:33,2024-11-25T05:53:13.074716,2024-11-25T06:48:24.749288,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00075,CSE-11,MEDIUM,2024-12-08T08:54:17,2024-12-08T09:18:16.936690,2024-12-08T09:33:59.841666,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00076,CSE-11,LOW,2024-10-29T06:53:12,2024-10-29T07:04:32.214325,2024-10-29T07:31:46.287376,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00077,CSE-11,CRITICAL,2024-10-20T01:29:00,2024-10-20T01:52:11.191919,2024-10-20T02:25:09.909443,CLOSED,CAS-CSE-11-0022,CTRL-SRV-11,False
ALT-CSE-11-00078,CSE-11,MEDIUM,2024-10-07T06:41:41,2024-10-07T06:58:51.612285,2024-10-07T08:23:53.853623,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00079,CSE-11,MEDIUM,2024-11-05T09:57:11,2024-11-05T10:19:04.787853,2024-11-05T10:59:49.526517,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00080,CSE-11,CRITICAL,2024-10-05T12:29:35,2024-10-05T12:38:39.176187,2024-10-05T12:34:35,CLOSED,CAS-CSE-11-0023,CTRL-SRV-11,False
ALT-CSE-11-00081,CSE-11,MEDIUM,2024-10-07T06:10:07,2024-10-07T06:21:12.808484,2024-10-07T06:53:21.906023,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00082,CSE-11,MEDIUM,2024-11-25T01:48:43,2024-11-25T01:58:35.161691,2024-11-25T02:38:53.434725,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00083,CSE-11,CRITICAL,2024-11-21T13:21:18,2024-11-21T13:34:01.432944,2024-11-21T14:39:42.329588,CLOSED,CAS-CSE-11-0024,ENDPOINT-11A,False
ALT-CSE-11-00084,CSE-11,MEDIUM,2024-12-08T17:51:45,2024-12-08T18:04:44.548928,2024-12-08T19:12:17.425747,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00085,CSE-11,CRITICAL,2024-10-23T04:53:38,2024-10-23T05:22:29.921377,2024-10-23T06:40:48.624991,CLOSED,CAS-CSE-11-0025,ENDPOINT-11A,False
ALT-CSE-11-00086,CSE-11,CRITICAL,2024-12-04T07:27:41,2024-12-04T07:43:58.771887,2024-12-04T08:10:47.193709,CLOSED,CAS-CSE-11-0026,CTRL-SRV-11,False
ALT-CSE-11-00087,CSE-11,CRITICAL,2024-11-14T04:05:44,2024-11-14T04:27:09.292504,2024-11-14T04:39:03.692407,CLOSED,CAS-CSE-11-0027,ENDPOINT-11A,False
ALT-CSE-11-00088,CSE-11,MEDIUM,2024-10-07T23:29:00,2024-10-07T23:56:48.224741,2024-10-08T00:24:59.904839,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00089,CSE-11,MEDIUM,2024-12-12T04:10:06,2024-12-12T04:37:50.545435,2024-12-12T05:07:57.004613,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00090,CSE-11,CRITICAL,2024-10-04T04:02:08,2024-10-04T04:30:55.764903,2024-10-04T05:13:06.235965,CLOSED,CAS-CSE-11-0028,ENDPOINT-11A,False
ALT-CSE-11-00091,CSE-11,CRITICAL,2024-10-20T17:13:02,2024-10-20T17:24:34.474598,2024-10-20T18:28:36.250344,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00092,CSE-11,LOW,2024-10-05T19:10:34,2024-10-05T19:22:32.999136,2024-10-05T20:06:00.147874,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00093,CSE-11,MEDIUM,2024-12-05T14:06:32,2024-12-05T14:14:44.839998,2024-12-05T14:51:34.613102,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00094,CSE-11,CRITICAL,2024-10-25T21:28:23,2024-10-25T21:36:10.315897,2024-10-25T22:42:41.300225,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00095,CSE-11,CRITICAL,2024-12-11T05:44:01,2024-12-11T06:09:53.774711,2024-12-11T06:19:43.051952,CLOSED,CAS-CSE-11-0029,ENDPOINT-11A,False
ALT-CSE-11-00096,CSE-11,MEDIUM,2024-10-09T16:33:18,2024-10-09T16:42:39.919378,2024-10-09T17:23:15.678051,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00097,CSE-11,LOW,2024-10-20T05:14:47,2024-10-20T05:26:21.298846,2024-10-20T06:33:35.687373,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00098,CSE-11,MEDIUM,2024-10-22T23:15:50,2024-10-22T23:26:55.350076,2024-10-23T00:13:04.639421,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00099,CSE-11,LOW,2024-12-02T20:26:47,2024-12-02T20:54:07.259740,2024-12-02T21:58:31.861059,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00100,CSE-11,LOW,2024-10-13T11:46:40,2024-10-13T11:56:28.862650,2024-10-13T12:45:41.137689,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00101,CSE-11,MEDIUM,2024-11-05T10:00:05,2024-11-05T10:26:09.152260,2024-11-05T11:22:48.382942,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00102,CSE-11,LOW,2024-11-26T11:21:04,2024-11-26T11:46:40.097569,2024-11-26T11:48:13.077357,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00103,CSE-11,CRITICAL,2024-12-21T10:34:20,2024-12-21T10:41:16.784298,2024-12-21T11:08:55.417301,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00104,CSE-11,MEDIUM,2024-12-10T16:51:20,2024-12-10T17:14:42.853949,2024-12-10T17:30:59.171689,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00105,CSE-11,MEDIUM,2024-12-28T18:02:40,2024-12-28T18:24:54.474615,2024-12-28T18:59:23.779870,CLOSED,CAS-CSE-11-0030,ENDPOINT-11A,False
ALT-CSE-11-00106,CSE-11,MEDIUM,2024-10-18T04:36:14,2024-10-18T04:47:19.300788,2024-10-18T05:36:05.997895,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00107,CSE-11,MEDIUM,2024-12-07T22:59:28,2024-12-07T23:23:46.861544,2024-12-07T23:34:47.539004,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00108,CSE-11,CRITICAL,2024-10-06T00:12:59,2024-10-06T00:41:57.648732,2024-10-06T01:11:15.971520,CLOSED,CAS-CSE-11-0031,CTRL-SRV-11,False
ALT-CSE-11-00109,CSE-11,LOW,2024-12-21T23:24:19,2024-12-21T23:40:16.468981,2024-12-22T00:14:14.527504,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00110,CSE-11,MEDIUM,2024-12-14T01:55:35,2024-12-14T02:18:01.104872,2024-12-14T03:02:16.740248,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00111,CSE-11,CRITICAL,2024-11-05T07:17:30,2024-11-05T07:40:06.165139,2024-11-05T08:30:10.820205,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00112,CSE-11,MEDIUM,2024-12-22T19:28:21,2024-12-22T19:44:29.142201,2024-12-22T20:23:32.948554,CLOSED,CAS-CSE-11-0032,ENDPOINT-11A,False
ALT-CSE-11-00113,CSE-11,CRITICAL,2024-10-19T15:23:54,2024-10-19T15:51:11.343989,2024-10-19T16:19:54.185985,CLOSED,CAS-CSE-11-0033,ENDPOINT-11A,False
ALT-CSE-11-00114,CSE-11,CRITICAL,2024-10-15T19:38:25,2024-10-15T19:57:49.812879,2024-10-15T20:14:30.027335,CLOSED,CAS-CSE-11-0034,ENDPOINT-11A,False
ALT-CSE-11-00115,CSE-11,MEDIUM,2024-11-19T22:22:08,2024-11-19T22:38:25.335119,2024-11-19T23:03:51.248862,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00116,CSE-11,MEDIUM,2024-12-06T20:44:47,2024-12-06T20:58:37.563966,2024-12-06T21:56:58.539413,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00117,CSE-11,MEDIUM,2024-11-23T06:03:23,2024-11-23T06:23:03.769068,2024-11-23T07:05:16.746190,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00118,CSE-11,MEDIUM,2024-12-27T00:55:44,2024-12-27T01:02:37.697737,2024-12-27T01:45:17.813558,CLOSED,CAS-CSE-11-0035,ENDPOINT-11A,False
ALT-CSE-11-00119,CSE-11,CRITICAL,2024-12-23T09:09:53,2024-12-23T09:31:27.477677,2024-12-23T09:41:43.550448,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00120,CSE-11,MEDIUM,2024-12-17T03:46:42,2024-12-17T04:16:25.024410,2024-12-17T04:39:16.057287,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00121,CSE-11,MEDIUM,2024-12-05T09:23:10,2024-12-05T09:29:03.355086,2024-12-05T10:27:35.118758,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00122,CSE-11,CRITICAL,2024-11-20T10:01:13,2024-11-20T10:11:29.203740,2024-11-20T11:02:10.493653,CLOSED,CAS-CSE-11-0036,ENDPOINT-11A,False
ALT-CSE-11-00123,CSE-11,LOW,2024-10-03T14:29:40,2024-10-03T14:48:34.061128,2024-10-03T15:12:27.488589,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00124,CSE-11,MEDIUM,2024-10-24T15:25:57,2024-10-24T15:41:46.613927,2024-10-24T16:21:46.047276,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00125,CSE-11,CRITICAL,2024-11-14T20:05:24,2024-11-14T20:11:21.739063,2024-11-14T21:05:01.389442,CLOSED,CAS-CSE-11-0037,CTRL-SRV-11,False
ALT-CSE-11-00126,CSE-11,CRITICAL,2024-11-14T12:45:43,2024-11-14T13:10:20.400319,2024-11-14T14:10:38.162971,CLOSED,CAS-CSE-11-0038,ENDPOINT-11A,False
ALT-CSE-11-00127,CSE-11,MEDIUM,2024-10-14T11:31:58,2024-10-14T11:44:30.406920,2024-10-14T12:17:27.913305,CLOSED,CAS-CSE-11-0039,ENDPOINT-11A,False
ALT-CSE-11-00128,CSE-11,MEDIUM,2024-11-27T00:33:45,2024-11-27T00:59:12.335752,2024-11-27T01:19:37.292155,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00129,CSE-11,CRITICAL,2024-10-16T13:34:22,2024-10-16T13:50:08.676339,2024-10-16T14:55:38.564225,CLOSED,CAS-CSE-11-0040,CTRL-SRV-11,False
ALT-CSE-11-00130,CSE-11,MEDIUM,2024-10-24T20:22:22,2024-10-24T20:33:15.038263,2024-10-24T21:40:06.874283,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00131,CSE-11,MEDIUM,2024-12-25T11:40:51,2024-12-25T11:56:54.753470,2024-12-25T12:53:29.380936,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00132,CSE-11,LOW,2024-11-10T05:31:50,2024-11-10T05:42:16.384508,2024-11-10T06:12:09.571534,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00133,CSE-11,CRITICAL,2024-12-05T13:19:49,2024-12-05T13:28:37.848544,2024-12-05T14:18:38.467433,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00134,CSE-11,MEDIUM,2024-12-01T12:09:43,2024-12-01T12:35:20.434140,2024-12-01T12:58:46.723012,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00135,CSE-11,LOW,2024-11-24T19:56:48,2024-11-24T20:03:53.170248,2024-11-24T20:46:57.323610,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00136,CSE-11,MEDIUM,2024-10-12T05:40:52,2024-10-12T05:54:43.441714,2024-10-12T05:59:13.280777,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00137,CSE-11,LOW,2024-10-16T07:48:00,2024-10-16T08:16:31.198641,2024-10-16T08:44:04.517149,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00138,CSE-11,CRITICAL,2024-10-30T17:49:11,2024-10-30T18:08:01.897066,2024-10-30T19:12:15.043646,CLOSED,CAS-CSE-11-0041,ENDPOINT-11A,False
ALT-CSE-11-00139,CSE-11,CRITICAL,2024-12-23T20:14:09,2024-12-23T20:41:55.619406,2024-12-23T21:07:49.701644,CLOSED,CAS-CSE-11-0042,CTRL-SRV-11,False
ALT-CSE-11-00140,CSE-11,MEDIUM,2024-10-25T17:22:54,2024-10-25T17:28:46.654922,2024-10-25T18:45:19.708030,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00141,CSE-11,LOW,2024-11-21T16:57:00,2024-11-21T17:14:46.990915,2024-11-21T17:46:23.053253,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00142,CSE-11,CRITICAL,2024-11-26T15:56:56,2024-11-26T16:14:03.250042,2024-11-26T17:24:33.230800,CLOSED,CAS-CSE-11-0043,CTRL-SRV-11,False
ALT-CSE-11-00143,CSE-11,MEDIUM,2024-10-03T15:40:45,2024-10-03T16:03:23.895026,2024-10-03T16:34:38.682133,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00144,CSE-11,CRITICAL,2024-11-29T19:34:11,2024-11-29T19:52:49.708231,2024-11-29T20:24:35.377750,CLOSED,CAS-CSE-11-0044,ENDPOINT-11A,False
ALT-CSE-11-00145,CSE-11,MEDIUM,2024-10-04T21:13:15,2024-10-04T21:29:38.848131,2024-10-04T22:08:40.971611,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00146,CSE-11,CRITICAL,2024-11-07T19:57:24,2024-11-07T20:26:04.307968,2024-11-07T21:08:51.154949,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00147,CSE-11,LOW,2024-10-25T14:50:22,2024-10-25T15:13:05.988846,2024-10-25T15:58:23.832745,CLOSED,CAS-CSE-11-0045,CTRL-SRV-11,False
