alert_id,cse_id,severity,created_at,acknowledged_at,closed_at,status,case_id,asset_id,escalated
ALT-CSE-07-00076,CSE-07,CRITICAL,2024-10-03T22:33:03,2024-10-03T22:34:41.471924,2024-10-03T22:38:04.542487,CLOSED,CAS-CSE-07-0069,WEB-SERVER-07,False
ALT-CSE-07-00077,CSE-07,CRITICAL,2024-11-15T20:32:48,2024-11-15T20:33:53.068333,2024-11-15T20:37:53.435653,CLOSED,CAS-CSE-07-0070,WEB-SERVER-07,False
ALT-CSE-07-00078,CSE-07,CRITICAL,2024-12-05T09:17:50,2024-12-05T09:18:57.729289,2024-12-05T09:23:06.782518,CLOSED,,ENDPOINT-07,False
ALT-CSE-07-00079,CSE-07,CRITICAL,2024-10-07T18:23:08,2024-10-07T18:23:58.141557,2024-10-07T18:28:12.619984,CLOSED,CAS-CSE-07-0071,ENDPOINT-07,False
ALT-CSE-07-00080,CSE-07,CRITICAL,2024-10-30T23:49:58,2024-10-30T23:51:42.350997,2024-10-30T23:55:03.067954,CLOSED,CAS-CSE-07-0072,FIREWALL-07,False
ALT-CSE-07-00081,CSE-07,CRITICAL,2024-12-01T08:14:16,2024-12-01T08:15:54.367113,2024-12-01T08:19:26.863143,CLOSED,CAS-CSE-07-0073,ENDPOINT-07,False
ALT-CSE-07-00082,CSE-07,CRITICAL,2024-10-28T17:40:40,2024-10-28T17:41:52.853433,2024-10-28T17:45:46.488606,CLOSED,CAS-CSE-07-0074,WEB-SERVER-07,False
ALT-CSE-07-00083,CSE-07,CRITICAL,2024-10-01T17:35:35,2024-10-01T17:36:56.503248,2024-10-01T17:40:47.515072,CLOSED,CAS-CSE-07-0075,FIREWALL-07,False
ALT-CSE-07-00084,CSE-07,CRITICAL,2024-11-04T23:34:32,2024-11-04T23:35:52.438085,2024-11-04T23:39:59.808786,CLOSED,CAS-CSE-07-0076,FIREWALL-07,False
ALT-CSE-07-00085,CSE-07,CRITICAL,2024-11-03T04:23:34,2024-11-03T04:24:13.594290,2024-11-03T04:28:35.668621,CLOSED,CAS-CSE-07-0077,FIREWALL-07,False
ALT-CSE-07-00086,CSE-07,CRITICAL,2024-10-30T17:24:52,2024-10-30T17:26:19.133441,2024-10-30T17:30:14.088593,CLOSED,CAS-CSE-07-0078,WEB-SERVER-07,False
ALT-CSE-07-00087,CSE-07,CRITICAL,2024-10-15T13:50:13,2024-10-15T13:50:52.525312,2024-10-15T13:55:08.037906,CLOSED,,WEB-SERVER-07,False
ALT-CSE-07-00088,CSE-07,CRITICAL,2024-10-31T21:52:54,2024-10-31T21:54:35.327457,2024-10-31T21:58:09.659486,CLOSED,CAS-CSE-07-0079,ENDPOINT-07,False
ALT-CSE-07-00089,CSE-07,CRITICAL,2024-11-10T14:21:54,2024-11-10T14:22:44.147454,2024-11-10T14:27:08.208305,CLOSED,CAS-CSE-07-0080,WEB-SERVER-07,False
ALT-CSE-07-00090,CSE-07,CRITICAL,2024-10-17T03:49:28,2024-10-17T03:51:14.098372,2024-10-17T03:54:40.417551,CLOSED,CAS-CSE-07-0081,WEB-SERVER-07,False
ALT-CSE-07-00091,CSE-07,CRITICAL,2024-12-27T01:22:18,2024-12-27T01:22:51.982208,2024-12-27T01:27:29.566819,CLOSED,CAS-CSE-07-0082,DB-SERVER-07,False
ALT-CSE-07-00092,CSE-07,CRITICAL,2024-10-27T03:36:48,2024-10-27T03:37:33.223045,2024-10-27T03:42:17.158617,CLOSED,,ENDPOINT-07,False
ALT-CSE-07-00093,CSE-07,CRITICAL,2024-10-10T09:06:33,2024-10-10T09:07:25.501696,2024-10-10T09:11:42.627237,CLOSED,CAS-CSE-07-0083,ENDPOINT-07,False
ALT-CSE-07-00094,CSE-07,CRITICAL,2024-12-22T08:31:29,2024-12-22T08:32:29.195636,2024-12-22T08:36:52.989334,CLOSED,CAS-CSE-07-0084,ENDPOINT-07,False
ALT-CSE-07-00095,CSE-07,CRITICAL,2024-10-07T17:50:18,2024-10-07T17:51:43.371182,2024-10-07T17:55:28.717544,CLOSED,CAS-CSE-07-0085,FIREWALL-07,False
ALT-CSE-07-00096,CSE-07,CRITICAL,2024-11-18T07:30:56,2024-11-18T07:31:39.014497,2024-11-18T07:35:53.419691,CLOSED,CAS-CSE-07-0086,WEB-SERVER-07,False
ALT-CSE-07-00097,CSE-07,CRITICAL,2024-10-10T14:24:36,2024-10-10T14:26:03.444007,2024-10-10T14:29:40.529558,CLOSED,,ENDPOINT-07,False
ALT-CSE-07-00098,CSE-07,CRITICAL,2024-10-05T07:15:16,2024-10-05T07:17:11.871555,2024-10-05T07:20:29.064942,CLOSED,CAS-CSE-07-0087,DB-SERVER-07,False
ALT-CSE-07-00099,CSE-07,CRITICAL,2024-11-11T01:34:12,2024-11-11T01:35:42.684750,2024-11-11T01:39:37.842852,CLOSED,CAS-CSE-07-0088,WEB-SERVER-07,False
ALT-CSE-07-00100,CSE-07,CRITICAL,2024-12-13T04:54:08,2024-12-13T04:54:38.686591,2024-12-13T04:59:20.237770,CLOSED,CAS-CSE-07-0089,WEB-SERVER-07,False
ALT-CSE-07-00101,CSE-07,CRITICAL,2024-12-25T08:46:54,2024-12-25T08:47:38.044614,2024-12-25T08:52:02.019756,CLOSED,CAS-CSE-07-0090,FIREWALL-07,False
ALT-CSE-07-00102,CSE-07,CRITICAL,2024-11-07T17:48:50,2024-11-07T17:49:25.269519,2024-11-07T17:53:59.437659,CLOSED,CAS-CSE-07-0091,FIREWALL-07,False
ALT-CSE-07-00103,CSE-07,CRITICAL,2024-11-10T14:55:52,2024-11-10T14:56:24.822484,2024-11-10T15:00:48.925114,CLOSED,CAS-CSE-07-0092,ENDPOINT-07,False
ALT-CSE-07-00104,CSE-07,CRITICAL,2024-10-05T19:14:28,2024-10-05T19:15:28.093303,2024-10-05T19:19:54.797657,CLOSED,,DB-SERVER-07,False
ALT-CSE-07-00105,CSE-07,CRITICAL,2024-11-29T10:57:58,2024-11-29T10:59:05.140536,2024-11-29T11:03:19.940794,CLOSED,CAS-CSE-07-0093,FIREWALL-07,False
ALT-CSE-07-00106,CSE-07,CRITICAL,2024-12-08T22:52:12,2024-12-08T22:54:09.600289,2024-12-08T22:57:15.957228,CLOSED,CAS-CSE-07-0094,DB-SERVER-07,False
ALT-CSE-07-00107,CSE-07,CRITICAL,2024-10-22T18:55:35,2024-10-22T18:56:56.820177,2024-10-22T19:00:49.343918,CLOSED,CAS-CSE-07-0095,WEB-SERVER-07,False
ALT-CSE-07-00108,CSE-07,CRITICAL,2024-10-29T11:30:21,2024-10-29T11:32:11.971440,2024-10-29T11:35:51.322944,CLOSED,CAS-CSE-07-0096,WEB-SERVER-07,False
ALT-CSE-07-00109,CSE-07,CRITICAL,2024-12-23T22:04:56,2024-12-23T22:06:46.788205,2024-12-23T22:10:04.154850,CLOSED,CAS-CSE-07-0097,FIREWALL-07,False
ALT-CSE-07-00110,CSE-07,CRITICAL,2024-12-27T06:37:23,2024-12-27T06:37:58.268683,2024-12-27T06:42:29.864823,CLOSED,CAS-CSE-07-0098,ENDPOINT-07,False
ALT-CSE-07-00111,CSE-07,CRITICAL,2024-11-30T13:45:10,2024-11-30T13:45:45.121948,2024-11-30T13:50:30.318428,CLOSED,CAS-CSE-07-0099,DB-SERVER-07,False
ALT-CSE-07-00112,CSE-07,CRITICAL,2024-10-06T03:16:32,2024-10-06T03:17:09.686516,2024-10-06T03:21:48.795953,CLOSED,CAS-CSE-07-0100,ENDPOINT-07,False
ALT-CSE-07-00113,CSE-07,CRITICAL,2024-10-11T12:39:40,2024-10-11T12:40:42.526471,2024-10-11T12:44:57.149800,CLOSED,CAS-CSE-07-0101,FIREWALL-07,False
ALT-CSE-07-00114,CSE-07,CRITICAL,2024-10-24T00:07:32,2024-10-24T00:08:21.647267,2024-10-24T00:12:34.735705,CLOSED,CAS-CSE-07-0102,ENDPOINT-07,False
ALT-CSE-07-00115,CSE-07,CRITICAL,2024-12-24T19:24:27,2024-12-24T19:24:59.708357,2024-12-24T19:29:48.023251,CLOSED,CAS-CSE-07-0103,WEB-SERVER-07,False
ALT-CSE-07-00116,CSE-07,CRITICAL,2024-11-20T10:35:52,2024-11-20T10:36:58.027339,2024-11-20T10:41:15.640745,CLOSED,CAS-CSE-07-0104,FIREWALL-07,False
ALT-CSE-07-00117,CSE-07,CRITICAL,2024-12-22T02:38:24,2024-12-22T02:39:13.976795,2024-12-22T02:43:19.539765,CLOSED,,WEB-SERVER-07,False
ALT-CSE-07-00118,CSE-07,CRITICAL,2024-11-11T13:55:37,2024-11-11T13:56:10.205502,2024-11-11T14:00:47.083578,CLOSED,,WEB-SERVER-07,False
ALT-CSE-07-00119,CSE-07,CRITICAL,2024-10-12T18:51:43,2024-10-12T18:53:26.743908,2024-10-12T18:56:46.429088,CLOSED,CAS-CSE-07-0105,FIREWALL-07,False
ALT-CSE-07-00120,CSE-07,CRITICAL,2024-12-07T07:48:53,2024-12-07T07:50:23.835557,2024-12-07T07:53:57.452697,CLOSED,,WEB-SERVER-07,False
ALT-CSE-07-00121,CSE-07,CRITICAL,2024-12-04T02:35:50,2024-12-04T02:37:02.774566,2024-12-04T02:40:55.722051,CLOSED,CAS-CSE-07-0106,FIREWALL-07,False
ALT-CSE-07-00122,CSE-07,CRITICAL,2024-12-02T23:30:45,2024-12-02T23:32:44.133142,2024-12-02T23:35:33.092219,CLOSED,,FIREWALL-07,False
ALT-CSE-07-00123,CSE-07,CRITICAL,2024-11-27T22:27:58,2024-11-27T22:29:38.281054,2024-11-27T22:33:03.926353,CLOSED,CAS-CSE-07-0107,DB-SERVER-07,False
ALT-CSE-07-00124,CSE-07,CRITICAL,2024-10-28T23:17:28,2024-10-28T23:18:01.366827,2024-10-28T23:22:47.115590,CLOSED,,FIREWALL-07,False
ALT-CSE-07-00125,CSE-07,CRITICAL,2024-10-10T19:22:06,2024-10-10T19:23:40.033482,2024-10-10T19:27:31.997258,CLOSED,,FIREWALL-07,False
ALT-CSE-07-00126,CSE-07,CRITICAL,2024-12-07T12:38:19,2024-12-07T12:39:55.225103,2024-12-07T12:43:18.673193,CLOSED,CAS-CSE-07-0108,ENDPOINT-07,False
ALT-CSE-07-00127,CSE-07,CRITICAL,2024-12-02T18:54:58,2024-12-02T18:56:54.952776,2024-12-02T19:00:11.992559,CLOSED,CAS-CSE-07-0109,ENDPOINT-07,False
ALT-CSE-07-00128,CSE-07,CRITICAL,2024-12-18T18:40:05,2024-12-18T18:41:02.379769,2024-12-18T18:44:59.897851,CLOSED,,ENDPOINT-07,False
ALT-CSE-07-00129,CSE-07,CRITICAL,2024-11-15T11:02:11,2024-11-15T11:03:03.535823,2024-11-15T11:07:14.238674,CLOSED,CAS-CSE-07-0110,WEB-SERVER-07,False
ALT-CSE-07-00130,CSE-07,CRITICAL,2024-10-31T15:58:01,2024-10-31T15:59:16.017133,2024-10-31T16:03:16.799016,CLOSED,CAS-CSE-07-0111,ENDPOINT-07,False
ALT-CSE-07-00131,CSE-07,CRITICAL,2024-10-02T00:53:46,2024-10-02T00:54:57.064056,2024-10-02T00:59:00.728118,CLOSED,CAS-CSE-07-0112,WEB-SERVER-07,False
ALT-CSE-07-00132,CSE-07,CRITICAL,2024-11-04T07:24:45,2024-11-04T07:25:26.769087,2024-11-04T07:29:55.383703,CLOSED,,WEB-SERVER-07,False
ALT-CSE-07-00133,CSE-07,CRITICAL,2024-11-08T00:45:32,2024-11-08T00:46:28.137487,2024-11-08T00:50:28.843799,CLOSED,,WEB-SERVER-07,False
ALT-CSE-07-00134,CSE-07,CRITICAL,2024-12-09T13:30:33,2024-12-09T13:32:01.724128,2024-12-09T13:35:46.589709,CLOSED,CAS-CSE-07-0113,WEB-SERVER-07,False
ALT-CSE-07-00135,CSE-07,CRITICAL,2024-10-19T03:18:43,2024-10-19T03:20:23.508950,2024-10-19T03:23:51.079537,CLOSED,,FIREWALL-07,False
ALT-CSE-07-00136,CSE-07,CRITICAL,2024-10-27T07:14:11,2024-10-27T07:15:09.520833,2024-10-27T07:19:13.233452,CLOSED,,DB-SERVER-07,False
ALT-CSE-07-00137,CSE-07,CRITICAL,2024-11-06T04:58:30,2024-11-06T04:59:03.287247,2024-11-06T05:03:34.889793,CLOSED,CAS-CSE-07-0114,FIREWALL-07,False
ALT-CSE-07-00138,CSE-07,CRITICAL,2024-12-15T01:33:07,2024-12-15T01:34:40.322350,2024-12-15T01:38:06.799752,CLOSED,CAS-CSE-07-0115,WEB-SERVER-07,False
