case_id,cse_id,opened_at,closed_at,investigation_text,investigator_id,escalated,resolution,alert_ids
CAS-CSE-11-0031,CSE-11,2024-10-06 00:41:57.648732,2024-10-06 01:11:15.971520,Valid investigation for ALT-CSE-11-00108. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00108""]"
CAS-CSE-11-0032,CSE-11,2024-12-22 19:44:29.142201,2024-12-22 20:23:32.948554,Valid investigation for ALT-CSE-11-00112. Checked systems.,ANA-02,True,Resolved,"[""ALT-CSE-11-00112""]"
CAS-CSE-11-0033,CSE-11,2024-10-19 15:51:11.343989,2024-10-19 16:19:54.185985,Valid investigation for ALT-CSE-11-00113. Checked systems.,ANA-02,True,Resolved,"[""ALT-CSE-11-00113""]"
CAS-CSE-11-0034,CSE-11,2024-10-15 19:57:49.812879,2024-10-15 20:14:30.027335,Valid investigation for ALT-CSE-11-00114. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00114""]"
CAS-CSE-11-0035,CSE-11,2024-12-27 01:02:37.697737,2024-12-27 01:45:17.813558,Valid investigation for ALT-CSE-11-00118. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00118""]"
CAS-CSE-11-0036,CSE-11,2024-11-20 10:11:29.203740,2024-11-20 11:02:10.493653,Valid investigation for ALT-CSE-11-00122. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00122""]"
CAS-CSE-11-0037,CSE-11,2024-11-14 20:11:21.739063,2024-11-14 21:05:01.389442,Valid investigation for ALT-CSE-11-00125. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00125""]"
CAS-CSE-11-0038,CSE-11,2024-11-14 13:10:20.400319,2024-11-14 14:10:38.162971,Valid investigation for ALT-CSE-11-00126. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00126""]"
CAS-CSE-11-0039,CSE-11,2024-10-14 11:44:30.406920,2024-10-14 12:17:27.913305,Valid investigation for ALT-CSE-11-00127. Checked systems.,ANA-01,True,Resolved,"[""ALT-CSE-11-00127""]"
CAS-CSE-11-0040,CSE-11,2024-10-16 13:50:08.676339,2024-10-16 14:55:38.564225,Valid investigation for ALT-CSE-11-00129. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00129""]"
CAS-CSE-11-0041,CSE-11,2024-10-30 18:08:01.897066,2024-10-30 19:12:15.043646,Valid investigation for ALT-CSE-11-00138. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00138""]"
CAS-CSE-11-0042,CSE-11,2024-12-23 20:41:55.619406,2024-12-23 21:07:49.701644,Valid investigation for ALT-CSE-11-00139. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00139""]"
CAS-CSE-11-0043,CSE-11,2024-11-26 16:14:03.250042,2024-11-26 17:24:33.230800,Valid investigation for ALT-CSE-11-00142. Checked systems.,ANA-03,True,Resolved,"[""ALT-CSE-11-00142""]"
CAS-CSE-11-0044,CSE-11,2024-11-29 19:52:49.708231,2024-11-29 20:24:35.377750,Valid investigation for ALT-CSE-11-00144. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00144""]"
CAS-CSE-11-0045,CSE-11,2024-10-25 15:13:05.988846,2024-10-25 15:58:23.832745,Valid investigation for ALT-CSE-11-00147. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00147""]"
CAS-CSE-11-0046,CSE-11,2024-11-25 01:47:28.223449,2024-11-25 02:33:14.585158,Valid investigation for ALT-CSE-11-00154. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00154""]"
CAS-CSE-11-0047,CSE-11,2024-10-11 00:41:01.685187,2024-10-11 01:46:35.840632,Valid investigation for ALT-CSE-11-00155. Checked systems.,ANA-03,True,Resolved,"[""ALT-CSE-11-00155""]"
CAS-CSE-11-0048,CSE-11,2024-10-07 09:15:58.080211,2024-10-07 10:10:22.845389,Valid investigation for ALT-CSE-11-00161. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00161""]"
CAS-CSE-11-0049,CSE-11,2024-11-26 20:00:51.299475,2024-11-26 20:35:36.982079,Valid investigation for ALT-CSE-11-00166. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00166""]"
CAS-CSE-11-0050,CSE-11,2024-11-28 13:33:18.323973,2024-11-28 14:12:20.624989,Valid investigation for ALT-CSE-11-00167. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00167""]"
CAS-CSE-11-0051,CSE-11,2024-10-06 18:38:53.309376,2024-10-06 19:07:26.864395,Valid investigation for ALT-CSE-11-00179. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00179""]"
CAS-CSE-11-0052,CSE-11,2024-10-16 21:10:01.417754,2024-10-16 21:52:28.794708,Valid investigation for ALT-CSE-11-00186. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00186""]"
CAS-CSE-11-0053,CSE-11,2024-12-15 01:56:01.208574,2024-12-15 03:06:52.814616,Valid investigation for ALT-CSE-11-00188. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00188""]"
CAS-CSE-11-0054,CSE-11,2024-12-21 02:48:45.958077,2024-12-21 03:49:32.431530,Valid investigation for ALT-CSE-11-00192. Checked systems.,ANA-01,True,Resolved,"[""ALT-CSE-11-00192""]"
CAS-CSE-11-0055,CSE-11,2024-10-04 04:29:34.492804,2024-10-04 04:59:09.598362,Valid investigation for ALT-CSE-11-00196. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00196""]"
CAS-CSE-11-0056,CSE-11,2024-10-13 12:26:05.603238,2024-10-13 12:53:34.671973,Valid investigation for ALT-CSE-11-00198. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00198""]"
CAS-CSE-11-0057,CSE-11,2024-12-18 01:11:38.423582,2024-12-18 01:50:31.731237,Valid investigation for ALT-CSE-11-00200. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00200""]"
CAS-CSE-11-0058,CSE-11,2024-11-01 22:08:42.988434,2024-11-01 23:10:18.888566,Valid investigation for ALT-CSE-11-00203. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00203""]"
CAS-CSE-11-0059,CSE-11,2024-12-09 21:32:31.441746,2024-12-09 22:36:17.843940,Valid investigation for ALT-CSE-11-00209. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00209""]"
CAS-CSE-11-0060,CSE-11,2024-11-22 17:41:30.389811,2024-11-22 18:32:21.001370,Valid investigation for ALT-CSE-11-00212. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00212""]"
CAS-CSE-11-0061,CSE-11,2024-11-28 04:44:24.205185,2024-11-28 05:39:10.170128,Valid investigation for ALT-CSE-11-00221. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00221""]"
CAS-CSE-11-0062,CSE-11,2024-11-01 16:07:25.479154,2024-11-01 17:06:01.685858,Valid investigation for ALT-CSE-11-00224. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00224""]"
CAS-CSE-11-0063,CSE-11,2024-11-11 18:39:50.589949,2024-11-11 18:55:36.138490,Valid investigation for ALT-CSE-11-00225. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00225""]"
CAS-CSE-11-0064,CSE-11,2024-12-11 19:43:47.822913,2024-12-11 20:14:08.206536,Valid investigation for ALT-CSE-11-00229. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00229""]"
CAS-CSE-11-0065,CSE-11,2024-11-15 07:17:05.651448,2024-11-15 08:19:51.775373,Valid investigation for ALT-CSE-11-00236. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00236""]"
CAS-CSE-11-0066,CSE-11,2024-11-25 12:46:22.496036,2024-11-25 13:58:27.286576,Valid investigation for ALT-CSE-11-00239. Checked systems.,ANA-02,True,Resolved,"[""ALT-CSE-11-00239""]"
CAS-CSE-11-0067,CSE-11,2024-11-03 17:18:53.764888,2024-11-03 18:10:13.228131,Valid investigation for ALT-CSE-11-00248. Checked systems.,ANA-01,True,Resolved,"[""ALT-CSE-11-00248""]"
CAS-CSE-11-0068,CSE-11,2024-10-27 13:35:01.889356,2024-10-27 14:00:23.064048,Valid investigation for ALT-CSE-11-00256. Checked systems.,ANA-03,True,Resolved,"[""ALT-CSE-11-00256""]"
CAS-CSE-11-0069,CSE-11,2024-11-11 22:06:48.517478,2024-11-11 23:27:27.431033,Valid investigation for ALT-CSE-11-00259. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00259""]"
CAS-CSE-11-0070,CSE-11,2024-11-04 19:09:57.395885,2024-11-04 20:02:21.992338,Valid investigation for ALT-CSE-11-00260. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00260""]"
CAS-CSE-11-0071,CSE-11,2024-10-31 02:04:22.657494,2024-10-31 02:37:34.202380,Valid investigation for ALT-CSE-11-00263. Checked systems.,ANA-03,True,Resolved,"[""ALT-CSE-11-00263""]"
CAS-CSE-11-0072,CSE-11,2024-10-28 13:58:37.462338,2024-10-28 14:37:14.856694,Valid investigation for ALT-CSE-11-00269. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00269""]"
CAS-CSE-11-0073,CSE-11,2024-10-10 16:20:08.612531,2024-10-10 17:14:29.840416,Valid investigation for ALT-CSE-11-00280. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00280""]"
CAS-CSE-11-0074,CSE-11,2024-10-31 04:07:04.834212,2024-10-31 04:48:26.526955,Valid investigation for ALT-CSE-11-00281. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00281""]"
CAS-CSE-11-0075,CSE-11,2024-11-25 23:03:29.978512,2024-11-25 22:59:07.719702,Valid investigation for ALT-CSE-11-00282. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00282""]"
CAS-CSE-11-0076,CSE-11,2024-10-07 15:00:18.670308,2024-10-07 15:57:49.653258,Valid investigation for ALT-CSE-11-00283. Checked systems.,ANA-01,True,Resolved,"[""ALT-CSE-11-00283""]"
CAS-CSE-11-0077,CSE-11,2024-11-04 12:35:25.646043,2024-11-04 13:22:52.360304,Valid investigation for ALT-CSE-11-00286. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00286""]"
CAS-CSE-11-0078,CSE-11,2024-11-21 00:43:29.710571,2024-11-21 01:12:46.876539,Valid investigation for ALT-CSE-11-00292. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00292""]"
CAS-CSE-11-0079,CSE-11,2024-11-16 10:56:06.926859,2024-11-16 11:41:36.071030,Valid investigation for ALT-CSE-11-00295. Checked systems.,ANA-02,True,Resolved,"[""ALT-CSE-11-00295""]"
CAS-CSE-11-0080,CSE-11,2024-11-16 20:25:56.191028,2024-11-16 21:27:07.726708,Valid investigation for ALT-CSE-11-00296. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00296""]"
CAS-CSE-11-0081,CSE-11,2024-10-11 04:46:32.440075,2024-10-11 05:28:40.236972,Valid investigation for ALT-CSE-11-00297. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00297""]"
CAS-CSE-11-0082,CSE-11,2024-12-08 20:54:24.030479,2024-12-08 22:23:59.334172,Valid investigation for ALT-CSE-11-00298. Checked systems.,ANA-03,True,Resolved,"[""ALT-CSE-11-00298""]"
CAS-CSE-11-0083,CSE-11,2024-11-26 18:42:56.132836,2024-11-26 19:45:52.584863,Valid investigation for ALT-CSE-11-00305. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00305""]"
CAS-CSE-11-0084,CSE-11,2024-11-23 19:06:20.480991,2024-11-23 19:37:04.612794,Valid investigation for ALT-CSE-11-00306. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00306""]"
CAS-CSE-11-0085,CSE-11,2024-11-13 02:41:19.401169,2024-11-13 03:49:05.483113,Valid investigation for ALT-CSE-11-00308. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00308""]"
CAS-CSE-11-0086,CSE-11,2024-10-24 21:08:14.414271,2024-10-24 21:37:01.279794,Valid investigation for ALT-CSE-11-00313. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00313""]"
CAS-CSE-11-0087,CSE-11,2024-11-15 03:23:47.127953,2024-11-15 04:22:15.977077,Valid investigation for ALT-CSE-11-00323. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00323""]"
CAS-CSE-11-0088,CSE-11,2024-10-12 13:09:57.426948,2024-10-12 13:36:19.917909,Valid investigation for ALT-CSE-11-00324. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00324""]"
CAS-CSE-11-0089,CSE-11,2024-12-25 19:21:08.482941,2024-12-25 20:05:58.784718,Valid investigation for ALT-CSE-11-00330. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00330""]"
CAS-CSE-11-0090,CSE-11,2024-10-17 17:09:30.712793,2024-10-17 17:16:07.480449,Valid investigation for ALT-CSE-11-00331. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00331""]"
CAS-CSE-11-0091,CSE-11,2024-11-30 20:15:42.532425,2024-11-30 20:12:56.107385,Valid investigation for ALT-CSE-11-00334. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00334""]"
CAS-CSE-11-0092,CSE-11,2024-10-29 13:58:34.436361,2024-10-29 14:18:44.488865,Valid investigation for ALT-CSE-11-00335. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00335""]"
CAS-CSE-11-0093,CSE-11,2024-12-12 10:54:27.671648,2024-12-12 11:36:27.577959,Valid investigation for ALT-CSE-11-00340. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00340""]"
CAS-CSE-11-0094,CSE-11,2024-10-23 04:43:58.743809,2024-10-23 05:53:02.281365,Valid investigation for ALT-CSE-11-00342. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00342""]"
CAS-CSE-11-0095,CSE-11,2024-11-26 08:14:33.958426,2024-11-26 09:00:12.903990,Valid investigation for ALT-CSE-11-00344. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00344""]"
CAS-CSE-11-0096,CSE-11,2024-12-02 10:27:31.887835,2024-12-02 11:20:18.161681,Valid investigation for ALT-CSE-11-00350. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00350""]"
CAS-CSE-11-0097,CSE-11,2024-10-11 18:27:22.841364,2024-10-11 19:10:25.191474,Valid investigation for ALT-CSE-11-00357. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00357""]"
CAS-CSE-11-0098,CSE-11,2024-11-17 06:59:25.039394,2024-11-17 07:44:37.497779,Valid investigation for ALT-CSE-11-00362. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00362""]"
CAS-CSE-11-0099,CSE-11,2024-11-06 15:38:58.009714,2024-11-06 15:37:22.183692,Valid investigation for ALT-CSE-11-00363. Checked systems.,ANA-01,True,Resolved,"[""ALT-CSE-11-00363""]"
CAS-CSE-11-0100,CSE-11,2024-10-29 13:04:09.117084,2024-10-29 14:20:08.050890,Valid investigation for ALT-CSE-11-00365. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00365""]"
CAS-CSE-11-0101,CSE-11,2024-12-19 16:31:02.963242,2024-12-19 18:00:59.102001,Valid investigation for ALT-CSE-11-00367. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00367""]"
CAS-CSE-11-0102,CSE-11,2024-11-01 14:11:46.215372,2024-11-01 15:12:27.901092,Valid investigation for ALT-CSE-11-00371. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00371""]"
CAS-CSE-11-0103,CSE-11,2024-12-22 11:28:12.946318,2024-12-22 11:56:19.072543,Valid investigation for ALT-CSE-11-00372. Checked systems.,ANA-01,True,Resolved,"[""ALT-CSE-11-00372""]"
CAS-CSE-11-0104,CSE-11,2024-12-10 10:04:31.010182,2024-12-10 10:50:14.742222,Valid investigation for ALT-CSE-11-00373. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00373""]"
CAS-CSE-11-0105,CSE-11,2024-10-03 00:05:58.654522,2024-10-03 00:31:24.922952,Valid investigation for ALT-CSE-11-00374. Checked systems.,ANA-02,True,Resolved,"[""ALT-CSE-11-00374""]"
CAS-CSE-11-0106,CSE-11,2024-10-07 22:05:08.198518,2024-10-07 22:27:44.398813,Valid investigation for ALT-CSE-11-00376. Checked systems.,ANA-02,True,Resolved,"[""ALT-CSE-11-00376""]"
CAS-CSE-11-0107,CSE-11,2024-11-24 20:06:35.742125,2024-11-24 21:32:35.399696,Valid investigation for ALT-CSE-11-00378. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00378""]"
CAS-CSE-11-0108,CSE-11,2024-10-23 12:40:57.824422,2024-10-23 13:45:20.644429,Valid investigation for ALT-CSE-11-00383. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00383""]"
CAS-CSE-11-0109,CSE-11,2024-12-24 14:59:40.331484,2024-12-24 16:14:55.856152,Valid investigation for ALT-CSE-11-00390. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00390""]"
CAS-CSE-11-0110,CSE-11,2024-11-15 00:32:29.760587,2024-11-15 00:54:26.188960,Valid investigation for ALT-CSE-11-00391. Checked systems.,ANA-02,True,Resolved,"[""ALT-CSE-11-00391""]"
CAS-CSE-11-0111,CSE-11,2024-12-29 23:26:19.696324,2024-12-30 00:36:43.173206,Valid investigation for ALT-CSE-11-00393. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00393""]"
CAS-CSE-11-0112,CSE-11,2024-11-01 18:03:20.680272,2024-11-01 18:53:12.457142,Valid investigation for ALT-CSE-11-00397. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00397""]"
CAS-CSE-11-0113,CSE-11,2024-11-07 15:29:12.934569,2024-11-07 16:14:27.824979,Valid investigation for ALT-CSE-11-00398. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00398""]"
CAS-CSE-11-0114,CSE-11,2024-11-13 00:02:24.949182,2024-11-13 00:49:06.871766,Valid investigation for ALT-CSE-11-00400. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00400""]"
CAS-CSE-11-0115,CSE-11,2024-11-01 09:00:18.366937,2024-11-01 09:35:32.597770,Valid investigation for ALT-CSE-11-00401. Checked systems.,ANA-02,True,Resolved,"[""ALT-CSE-11-00401""]"
CAS-CSE-11-0116,CSE-11,2024-11-12 06:56:29.789457,2024-11-12 07:01:14.661423,Valid investigation for ALT-CSE-11-00402. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00402""]"
CAS-CSE-11-0117,CSE-11,2024-12-06 08:35:52.689056,2024-12-06 09:02:14.820280,Valid investigation for ALT-CSE-11-00406. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00406""]"
CAS-CSE-11-0118,CSE-11,2024-11-10 03:41:21.959787,2024-11-10 04:11:40.775432,Valid investigation for ALT-CSE-11-00423. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00423""]"
CAS-CSE-11-0119,CSE-11,2024-12-18 15:47:36.391156,2024-12-18 17:08:14.942373,Valid investigation for ALT-CSE-11-00427. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00427""]"
CAS-CSE-11-0120,CSE-11,2024-10-15 09:53:28.692026,2024-10-15 10:31:50.615977,Valid investigation for ALT-CSE-11-00428. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00428""]"
CAS-CSE-11-0121,CSE-11,2024-10-14 17:20:53.780627,2024-10-14 17:53:49.849302,Valid investigation for ALT-CSE-11-00431. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00431""]"
CAS-CSE-11-0122,CSE-11,2024-10-02 09:09:06.436927,2024-10-02 10:00:37.947611,Valid investigation for ALT-CSE-11-00440. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00440""]"
CAS-CSE-11-0123,CSE-11,2024-11-14 06:32:26.135148,2024-11-14 06:52:04.369024,Valid investigation for ALT-CSE-11-00446. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00446""]"
CAS-CSE-11-0124,CSE-11,2024-10-30 08:34:56.353086,2024-10-30 09:41:52.272493,Valid investigation for ALT-CSE-11-00447. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00447""]"
CAS-CSE-11-0125,CSE-11,2024-12-20 15:48:54.465719,2024-12-20 16:19:14.329294,Valid investigation for ALT-CSE-11-00449. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00449""]"
CAS-CSE-11-0126,CSE-11,2024-10-02 14:07:34.086509,2024-10-02 14:01:45.992706,Valid investigation for ALT-CSE-11-00450. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00450""]"
