alert_id,cse_id,severity,created_at,acknowledged_at,closed_at,status,case_id,asset_id,escalated
ALT-CSE-01-00020,CSE-01,HIGH,2024-10-14T08:08:14,2024-10-14T08:12:31.032532,2024-10-14T10:13:09.107475,CLOSED,,WEB-SERVER-01,False
ALT-CSE-01-00021,CSE-01,HIGH,2024-11-24T15:19:26,2024-11-24T15:27:20.251072,2024-11-24T18:00:44.007210,CLOSED,,WEB-SERVER-01,False
ALT-CSE-01-00022,CSE-01,MEDIUM,2024-10-30T02:38:09,2024-10-30T02:44:25.839055,2024-10-30T04:53:32.498798,CLOSED,,ROUTER-01,False
ALT-CSE-01-00023,CSE-01,LOW,2024-10-04T01:43:01,2024-10-04T01:53:17.969667,2024-10-04T03:08:23.684235,CLOSED,,WEB-SERVER-01,False
ALT-CSE-01-00024,CSE-01,LOW,2024-12-20T06:14:26,2024-12-20T06:24:03.702909,2024-12-20T09:01:28.647035,CLOSED,,FIREWALL-01,False
ALT-CSE-01-00025,CSE-01,MEDIUM,2024-11-18T10:01:17,2024-11-18T10:14:04.846540,2024-11-18T12:12:06.136575,CLOSED,,DB-SERVER-01,False
ALT-CSE-01-00026,CSE-01,LOW,2024-12-01T07:55:55,2024-12-01T08:10:49.273703,2024-12-01T09:10:07.790111,CLOSED,,ROUTER-01,False
ALT-CSE-01-00027,CSE-01,MEDIUM,2024-12-24T19:41:43,2024-12-24T19:47:55.473133,2024-12-24T21:58:05.836463,CLOSED,,ROUTER-01,False
ALT-CSE-01-00028,CSE-01,MEDIUM,2024-10-12T23:03:52,2024-10-12T23:06:18.780190,2024-10-13T00:24:39.743331,CLOSED,,FIREWALL-01,False
ALT-CSE-01-00029,CSE-01,CRITICAL,2024-11-29T17:56:08,2024-11-29T17:59:19.383802,2024-11-29T18:54:31.274164,CLOSED,CAS-CSE-01-0007,WEB-SERVER-01,False
ALT-CSE-01-00030,CSE-01,MEDIUM,2024-12-09T02:51:54,2024-12-09T03:02:47.465423,2024-12-09T05:30:04.658803,CLOSED,,FIREWALL-01,False
ALT-CSE-01-00031,CSE-01,CRITICAL,2024-12-04T03:30:39,2024-12-04T03:33:46.988003,2024-12-04T04:27:00.131278,CLOSED,CAS-CSE-01-0008,WEB-SERVER-01,False
ALT-CSE-01-00032,CSE-01,LOW,2024-11-05T10:34:11,2024-11-05T10:38:24.013991,2024-11-05T12:26:55.831466,CLOSED,,WEB-SERVER-01,False
ALT-CSE-01-00033,CSE-01,HIGH,2024-11-25T12:45:00,2024-11-25T12:47:46.861858,2024-11-25T14:29:36.849607,CLOSED,,FIREWALL-01,False
ALT-CSE-01-00034,CSE-01,CRITICAL,2024-11-17T02:54:10,2024-11-17T03:06:52.880619,2024-11-17T03:48:32.222628,CLOSED,CAS-CSE-01-0009,FIREWALL-01,False
ALT-CSE-01-00035,CSE-01,HIGH,2024-12-18T05:52:17,2024-12-18T05:55:13.972913,2024-12-18T08:03:26.208898,CLOSED,,ROUTER-01,False
ALT-CSE-01-00036,CSE-01,MEDIUM,2024-12-18T11:32:18,2024-12-18T11:43:01.941912,2024-12-18T13:30:59.644691,CLOSED,,ROUTER-01,False
ALT-CSE-01-00037,CSE-01,HIGH,2024-11-24T18:58:33,2024-11-24T19:05:08.813423,2024-11-24T20:51:11.042993,CLOSED,,ENDPOINT-01,False
ALT-CSE-01-00038,CSE-01,MEDIUM,2024-11-24T00:18:59,2024-11-24T00:30:26.138017,2024-11-24T02:06:05.751679,CLOSED,,WEB-SERVER-01,False
ALT-CSE-01-00039,CSE-01,LOW,2024-10-13T10:32:43,2024-10-13T10:41:53.688747,2024-10-13T12:23:03.826260,CLOSED,,ROUTER-01,False
ALT-CSE-01-00040,CSE-01,MEDIUM,2024-12-29T13:39:20,2024-12-29T13:46:30.356255,2024-12-29T14:09:22.440537,CLOSED,,FIREWALL-01,False
ALT-CSE-01-00041,CSE-01,HIGH,2024-12-29T02:23:49,2024-12-29T02:38:03.778177,2024-12-29T04:53:12.958092,CLOSED,,ROUTER-01,False
ALT-CSE-01-00042,CSE-01,MEDIUM,2024-11-09T12:29:12,2024-11-09T12:40:59.570140,2024-11-09T14:32:50.347762,CLOSED,,ENDPOINT-01,False
ALT-CSE-01-00043,CSE-01,HIGH,2024-11-21T06:28:09,2024-11-21T06:33:00.770936,2024-11-21T07:48:11.223442,CLOSED,,DB-SERVER-01,False
ALT-CSE-01-00044,CSE-01,CRITICAL,2024-10-24T22:51:32,2024-10-24T22:54:17.376668,2024-10-24T23:28:36.305058,CLOSED,CAS-CSE-01-0010,WEB-SERVER-01,False
ALT-CSE-01-00045,CSE-01,MEDIUM,2024-10-12T10:30:28,2024-10-12T10:38:04.376797,2024-10-12T13:11:27.872089,CLOSED,,ROUTER-01,False
ALT-CSE-01-00046,CSE-01,MEDIUM,2024-11-15T01:35:00,2024-11-15T01:49:08.424237,2024-11-15T03:34:57.424041,CLOSED,,WEB-SERVER-01,False
ALT-CSE-01-00047,CSE-01,HIGH,2024-11-20T22:14:33,2024-11-20T22:29:25.107412,2024-11-20T23:26:19.742092,CLOSED,CAS-CSE-01-0011,WEB-SERVER-01,False
ALT-CSE-01-00048,CSE-01,CRITICAL,2024-10-11T01:34:37,2024-10-11T01:48:27.928301,2024-10-11T01:54:31.474043,CLOSED,CAS-CSE-01-0012,DB-SERVER-01,False
ALT-CSE-01-00049,CSE-01,LOW,2024-10-21T20:46:47,2024-10-21T20:54:05.842831,2024-10-21T21:58:35.551250,CLOSED,,WEB-SERVER-01,False
ALT-CSE-01-00050,CSE-01,HIGH,2024-10-16T09:51:21,2024-10-16T09:56:23.483102,2024-10-16T11:46:36.750548,CLOSED,,FIREWALL-01,False
ALT-CSE-01-00051,CSE-01,HIGH,2024-11-16T11:59:39,2024-11-16T12:14:06.486623,2024-11-16T14:36:45.599792,CLOSED,,WEB-SERVER-01,False
ALT-CSE-01-00052,CSE-01,LOW,2024-12-24T16:25:06,2024-12-24T16:28:26.555825,2024-12-24T17:44:23.994654,CLOSED,,FIREWALL-01,False
ALT-CSE-01-00053,CSE-01,LOW,2024-10-07T06:37:53,2024-10-07T06:41:02.482903,2024-10-07T08:27:40.370377,CLOSED,,WEB-SERVER-01,False
ALT-CSE-01-00054,CSE-01,HIGH,2024-10-14T11:48:48,2024-10-14T11:57:25.253430,2024-10-14T13:37:04.228505,CLOSED,CAS-CSE-01-0013,DB-SERVER-01,False
ALT-CSE-01-00055,CSE-01,MEDIUM,2024-10-13T10:41:58,2024-10-13T10:49:54.264496,2024-10-13T12:41:46.569024,CLOSED,,WEB-SERVER-01,False
ALT-CSE-01-00056,CSE-01,LOW,2024-12-08T08:03:18,2024-12-08T08:05:03.675654,2024-12-08T10:43:59.637925,CLOSED,,DB-SERVER-01,False
ALT-CSE-01-00057,CSE-01,MEDIUM,2024-11-01T15:49:07,2024-11-01T15:56:12.515632,2024-11-01T18:18:09.741710,CLOSED,,FIREWALL-01,False
ALT-CSE-01-00058,CSE-01,MEDIUM,2024-12-04T07:37:08,2024-12-04T07:49:02.657665,2024-12-04T08:35:50.649400,CLOSED,,WEB-SERVER-01,False
ALT-CSE-01-00059,CSE-01,HIGH,2024-12-15T11:31:00,2024-12-15T11:35:08.144550,2024-12-15T12:30:07.912675,CLOSED,CAS-CSE-01-0014,FIREWALL-01,False
ALT-CSE-01-00060,CSE-01,CRITICAL,2024-10-24T12:50:59,2024-10-24T12:59:23.123566,2024-10-24T13:14:48.180257,CLOSED,CAS-CSE-01-0015,DB-SERVER-01,False
ALT-CSE-01-00061,CSE-01,HIGH,2024-11-11T06:12:12,2024-11-11T06:20:00.974527,2024-11-11T07:20:33.165471,CLOSED,CAS-CSE-01-0016,FIREWALL-01,False
ALT-CSE-01-00062,CSE-01,LOW,2024-10-17T18:35:29,2024-10-17T18:46:16.140938,2024-10-17T19:22:31.898879,CLOSED,CAS-CSE-01-0017,DB-SERVER-01,False
ALT-CSE-01-00063,CSE-01,LOW,2024-11-21T09:34:56,2024-11-21T09:36:27.172250,2024-11-21T11:25:04.542338,CLOSED,,DB-SERVER-01,False
ALT-CSE-01-00064,CSE-01,HIGH,2024-11-13T06:05:02,2024-11-13T06:07:09.013586,2024-11-13T07:48:22.973985,CLOSED,,FIREWALL-01,False
ALT-CSE-01-00065,CSE-01,MEDIUM,2024-12-15T11:41:30,2024-12-15T11:56:02.881965,2024-12-15T14:03:16.971325,CLOSED,CAS-CSE-01-0018,ROUTER-01,False
ALT-CSE-01-00066,CSE-01,MEDIUM,2024-10-06T17:40:42,2024-10-06T17:42:14.934966,2024-10-06T19:28:13.514152,CLOSED,,WEB-SERVER-01,False
ALT-CSE-01-00067,CSE-01,HIGH,2024-12-15T00:27:41,2024-12-15T00:32:36.103627,2024-12-15T02:12:21.055760,CLOSED,,DB-SERVER-01,False
ALT-CSE-01-00068,CSE-01,CRITICAL,2024-10-17T07:38:15,2024-10-17T07:45:28.026594,2024-10-17T08:37:36.755138,CLOSED,CAS-CSE-01-0019,ROUTER-01,False
ALT-CSE-01-00069,CSE-01,MEDIUM,2024-12-17T05:02:26,2024-12-17T05:05:28.197292,2024-12-17T07:30:00.763185,CLOSED,,DB-SERVER-01,False
ALT-CSE-01-00070,CSE-01,MEDIUM,2024-10-03T21:58:38,2024-10-03T22:07:13.176901,2024-10-03T23:48:31.751692,CLOSED,,FIREWALL-01,False
ALT-CSE-01-00071,CSE-01,HIGH,2024-12-22T22:45:27,2024-12-22T22:55:31.977599,2024-12-23T00:34:10.054456,CLOSED,CAS-CSE-01-0020,ROUTER-01,False
ALT-CSE-01-00072,CSE-01,MEDIUM,2024-11-01T15:02:23,2024-11-01T15:15:52.877799,2024-11-01T17:00:04.709176,CLOSED,,DB-SERVER-01,False
ALT-CSE-01-00073,CSE-01,MEDIUM,2024-12-17T09:58:22,2024-12-17T10:04:36.904123,2024-12-17T11:12:49.455142,CLOSED,,ENDPOINT-01,False
ALT-CSE-01-00074,CSE-01,LOW,2024-11-19T06:54:40,2024-11-19T07:07:17.989910,2024-11-19T09:08:15.936213,CLOSED,,DB-SERVER-01,False
ALT-CSE-01-00075,CSE-01,MEDIUM,2024-10-21T08:51:23,2024-10-21T09:04:09.679869,2024-10-21T11:34:32.181203,CLOSED,,ENDPOINT-01,False
ALT-CSE-01-00076,CSE-01,HIGH,2024-12-06T19:40:20,2024-12-06T19:50:59.179837,2024-12-06T21:28:18.007950,CLOSED,,WEB-SERVER-01,False
ALT-CSE-01-00077,CSE-01,MEDIUM,2024-12-27T17:56:04,2024-12-27T18:07:16.659088,2024-12-27T20:09:52.090840,CLOSED,CAS-CSE-01-0021,DB-SERVER-01,False
ALT-CSE-01-00078,CSE-01,MEDIUM,2024-10-15T22:31:21,2024-10-15T22:42:49.152284,2024-10-16T00:29:21.398991,CLOSED,,WEB-SERVER-01,False
ALT-CSE-01-00079,CSE-01,HIGH,2024-12-21T14:51:56,2024-12-21T15:06:28.654034,2024-12-21T17:18:22.530995,CLOSED,CAS-CSE-01-0022,DB-SERVER-01,False
ALT-CSE-01-00080,CSE-01,HIGH,2024-12-03T18:38:30,2024-12-03T18:46:07.490434,2024-12-03T20:24:00.967146,CLOSED,,FIREWALL-01,False
ALT-CSE-01-00081,CSE-01,LOW,2024-10-19T18:14:24,2024-10-19T18:26:42.887737,2024-10-19T21:19:33.831880,CLOSED,,FIREWALL-01,False
ALT-CSE-01-00082,CSE-01,LOW,2024-11-19T11:15:35,2024-11-19T11:26:56.286603,2024-11-19T14:04:00.447300,CLOSED,CAS-CSE-01-0023,ROUTER-01,False
ALT-CSE-01-00083,CSE-01,LOW,2024-10-11T18:59:12,2024-10-11T19:10:26.169705,2024-10-11T21:49:25.295298,CLOSED,,WEB-SERVER-01,False
ALT-CSE-01-00084,CSE-01,HIGH,2024-12-11T07:26:50,2024-12-11T07:41:02.104602,2024-12-11T09:45:19.385042,CLOSED,,ENDPOINT-01,False
ALT-CSE-01-00085,CSE-01,HIGH,2024-12-19T00:56:30,2024-12-19T01:05:27.374730,2024-12-19T02:23:29.366992,CLOSED,,ROUTER-01,False
ALT-CSE-01-00086,CSE-01,LOW,2024-10-20T01:04:06,2024-10-20T01:11:52.204752,2024-10-20T03:09:11.228559,CLOSED,,DB-SERVER-01,False
ALT-CSE-01-00087,CSE-01,CRITICAL,2024-12-15T12:29:21,2024-12-15T12:35:33.764580,2024-12-15T13:28:29.092033,CLOSED,CAS-CSE-01-0024,FIREWALL-01,False
ALT-CSE-01-00088,CSE-01,MEDIUM,2024-12-09T22:16:19,2024-12-09T22:30:39.095571,2024-12-10T00:48:39.717099,CLOSED,,DB-SERVER-01,False
ALT-CSE-01-00089,CSE-01,HIGH,2024-11-03T13:16:42,2024-11-03T13:28:28.393985,2024-11-03T14:55:56.279870,CLOSED,,FIREWALL-01,False
ALT-CSE-01-00090,CSE-01,LOW,2024-12-18T21:17:52,2024-12-18T21:19:02.328533,2024-12-18T22:56:59.102537,CLOSED,,FIREWALL-01,False
ALT-CSE-01-00091,CSE-01,MEDIUM,2024-12-12T14:36:31,2024-12-12T14:47:29.292292,2024-12-12T16:57:46.624862,CLOSED,,DB-SERVER-01,False
ALT-CSE-01-00092,CSE-01,CRITICAL,2024-12-27T15:28:21,2024-12-27T15:30:26.164110,2024-12-27T15:49:56.718471,CLOSED,CAS-CSE-01-0025,WEB-SERVER-01,False
ALT-CSE-01-00093,CSE-01,MEDIUM,2024-11-09T20:37:00,2024-11-09T20:50:59.773595,2024-11-09T22:33:50.676857,CLOSED,,WEB-SERVER-01,False
ALT-CSE-01-00094,CSE-01,LOW,2024-11-22T09:43:01,2024-11-22T09:44:34.998705,2024-11-22T11:23:19.736101,CLOSED,CAS-CSE-01-0026,ENDPOINT-01,False
ALT-CSE-01-00095,CSE-01,LOW,2024-10-25T14:49:39,2024-10-25T14:55:44.487581,2024-10-25T17:23:52.617143,CLOSED,,FIREWALL-01,False
ALT-CSE-01-00096,CSE-01,LOW,2024-10-09T23:40:43,2024-10-09T23:50:37.957461,2024-10-10T01:41:46.143105,CLOSED,CAS-CSE-01-0027,ROUTER-01,False
ALT-CSE-01-00097,CSE-01,LOW,2024-11-25T20:10:33,2024-11-25T20:22:02.926064,2024-11-25T21:37:17.970659,CLOSED,,ENDPOINT-01,False
ALT-CSE-01-00098,CSE-01,CRITICAL,2024-11-21T11:13:56,2024-11-21T11:22:04.674902,2024-11-21T12:00:24.938932,CLOSED,CAS-CSE-01-0028,ENDPOINT-01,False
ALT-CSE-01-00099,CSE-01,MEDIUM,2024-11-15T14:45:37,2024-11-15T14:57:47.730880,2024-11-15T16:09:51.783274,CLOSED,,WEB-SERVER-01,False
ALT-CSE-01-00100,CSE-01,MEDIUM,2024-11-13T02:38:01,2024-11-13T02:49:26.827932,2024-11-13T03:21:41.747787,CLOSED,,WEB-SERVER-01,False
ALT-CSE-01-00101,CSE-01,HIGH,2024-10-21T05:47:06,2024-10-21T05:55:12.927162,2024-10-21T07:11:03.347723,CLOSED,CAS-CSE-01-0029,ENDPOINT-01,False
ALT-CSE-01-00102,CSE-01,LOW,2024-11-21T19:02:16,2024-11-21T19:05:17.569021,2024-11-21T22:07:42.254639,CLOSED,,ENDPOINT-01,False
ALT-CSE-01-00103,CSE-01,LOW,2024-10-30T09:39:42,2024-10-30T09:53:11.845038,2024-10-30T11:47:46.131737,CLOSED,,ROUTER-01,False
ALT-CSE-01-00104,CSE-01,HIGH,2024-11-03T18:34:24,2024-11-03T18:48:05.240176,2024-11-03T19:18:23.590833,CLOSED,,ROUTER-01,False
ALT-CSE-01-00105,CSE-01,MEDIUM,2024-12-23T20:19:44,2024-12-23T20:34:40.782487,2024-12-23T21:25:38.570173,CLOSED,CAS-CSE-01-0030,WEB-SERVER-01,False
ALT-CSE-01-00106,CSE-01,CRITICAL,2024-11-18T20:13:35,2024-11-18T20:22:38.924621,2024-11-18T21:02:29.623910,CLOSED,CAS-CSE-01-0031,DB-SERVER-01,False
ALT-CSE-01-00107,CSE-01,HIGH,2024-10-22T12:26:37,2024-10-22T12:40:12.470453,2024-10-22T15:13:13.905393,CLOSED,,WEB-SERVER-01,False
ALT-CSE-01-00108,CSE-01,HIGH,2024-11-30T08:22:01,2024-11-30T08:29:11.615554,2024-11-30T10:25:33.753915,CLOSED,CAS-CSE-01-0032,ROUTER-01,False
ALT-CSE-01-00109,CSE-01,CRITICAL,2024-10-30T06:40:22,2024-10-30T06:47:49.413262,2024-10-30T07:29:53.745612,CLOSED,CAS-CSE-01-0033,ENDPOINT-01,False
ALT-CSE-01-00110,CSE-01,HIGH,2024-12-09T09:00:42,2024-12-09T09:15:30.360070,2024-12-09T11:09:31.335518,CLOSED,,FIREWALL-01,False
ALT-CSE-01-00111,CSE-01,LOW,2024-10-20T16:14:16,2024-10-20T16:23:41.406977,2024-10-20T19:10:22.657991,CLOSED,,ROUTER-01,False
ALT-CSE-01-00112,CSE-01,HIGH,2024-11-13T08:23:27,2024-11-13T08:32:37.793210,2024-11-13T10:39:59.986931,CLOSED,,ENDPOINT-01,False
ALT-CSE-01-00113,CSE-01,CRITICAL,2024-10-19T18:46:47,2024-10-19T18:57:43.457010,2024-10-19T19:37:09.862569,CLOSED,,DB-SERVER-01,False
ALT-CSE-01-00114,CSE-01,LOW,2024-10-26T01:29:32,2024-10-26T01:43:18.807598,2024-10-26T03:33:44.064775,CLOSED,,DB-SERVER-01,False
ALT-CSE-01-00115,CSE-01,HIGH,2024-11-17T08:43:51,2024-11-17T08:53:22.733970,2024-11-17T11:06:00.735345,CLOSED,,WEB-SERVER-01,False
ALT-CSE-01-00116,CSE-01,HIGH,2024-10-01T05:49:13,2024-10-01T06:01:12.559705,2024-10-01T08:20:12.744953,CLOSED,,ENDPOINT-01,False
ALT-CSE-01-00117,CSE-01,HIGH,2024-12-19T02:22:19,2024-12-19T02:24:06.821422,2024-12-19T04:27:47.698756,CLOSED,,DB-SERVER-01,False
ALT-CSE-01-00118,CSE-01,HIGH,2024-10-31T10:58:54,2024-10-31T11:08:49.087525,2024-10-31T11:37:27.744228,CLOSED,,WEB-SERVER-01,False
ALT-CSE-01-00119,CSE-01,HIGH,2024-10-17T20:00:00,2024-10-17T20:09:39.381419,2024-10-17T20:46:01.142488,CLOSED,,DB-SERVER-01,False
ALT-CSE-01-00120,CSE-01,MEDIUM,2024-11-17T15:50:49,2024-11-17T15:58:46.101143,2024-11-17T17:57:27.036049,CLOSED,,WEB-SERVER-01,False
ALT-CSE-01-00121,CSE-01,LOW,2024-12-21T12:08:04,2024-12-21T12:12:41.419813,2024-12-21T15:17:02.161311,CLOSED,,DB-SERVER-01,False
ALT-CSE-01-00122,CSE-01,LOW,2024-11-09T09:57:50,2024-11-09T10:11:04.135883,2024-11-09T12:02:03.784611,CLOSED,,WEB-SERVER-01,False
ALT-CSE-01-00123,CSE-01,LOW,2024-10-22T07:32:45,2024-10-22T07:41:09.709938,2024-10-22T08:32:09.880087,CLOSED,,FIREWALL-01,False
ALT-CSE-01-00124,CSE-01,CRITICAL,2024-10-15T05:19:52,2024-10-15T05:22:39.342349,2024-10-15T06:29:58.628234,CLOSED,CAS-CSE-01-0034,WEB-SERVER-01,False
ALT-CSE-01-00125,CSE-01,LOW,2024-12-11T13:56:34,2024-12-11T14:02:28.255192,2024-12-11T15:16:10.354954,CLOSED,,ENDPOINT-01,False
ALT-CSE-01-00126,CSE-01,MEDIUM,2024-12-19T21:50:33,2024-12-19T22:02:33.325187,2024-12-20T00:29:55.372143,CLOSED,,DB-SERVER-01,False
ALT-CSE-01-00127,CSE-01,LOW,2024-12-11T16:59:43,2024-12-11T17:00:49.538938,2024-12-11T19:16:10.615897,CLOSED,,ROUTER-01,False
ALT-CSE-01-00128,CSE-01,HIGH,2024-10-15T20:14:39,2024-10-15T20:19:46.979524,2024-10-15T23:28:26.536892,CLOSED,,DB-SERVER-01,False
ALT-CSE-01-00129,CSE-01,CRITICAL,2024-11-22T03:26:29,2024-11-22T03:32:39.665389,2024-11-22T04:25:38.312211,CLOSED,CAS-CSE-01-0035,ROUTER-01,False
ALT-CSE-01-00130,CSE-01,HIGH,2024-12-27T06:07:46,2024-12-27T06:17:10.301811,2024-12-27T08:43:48.883476,CLOSED,CAS-CSE-01-0036,WEB-SERVER-01,False
ALT-CSE-01-00131,CSE-01,CRITICAL,2024-11-19T12:05:47,2024-11-19T12:12:08.715698,2024-11-19T13:05:07.760335,CLOSED,CAS-CSE-01-0037,DB-SERVER-01,False
ALT-CSE-01-00132,CSE-01,MEDIUM,2024-10-31T11:38:22,2024-10-31T11:49:03.685288,2024-10-31T12:52:18.777993,CLOSED,,WEB-SERVER-01,False
ALT-CSE-01-00133,CSE-01,CRITICAL,2024-10-01T01:48:07,2024-10-01T01:49:46.292269,2024-10-01T02:51:13.823024,CLOSED,CAS-CSE-01-0038,ENDPOINT-01,False
ALT-CSE-01-00134,CSE-01,HIGH,2024-12-03T18:45:17,2024-12-03T18:54:34.430296,2024-12-03T19:34:40.548154,CLOSED,CAS-CSE-01-0039,DB-SERVER-01,False
ALT-CSE-01-00135,CSE-01,MEDIUM,2024-10-30T09:22:21,2024-10-30T09:29:25.986700,2024-10-30T10:27:57.851770,CLOSED,,ROUTER-01,False
ALT-CSE-01-00136,CSE-01,HIGH,2024-10-26T02:01:08,2024-10-26T02:11:04.113842,2024-10-26T04:35:05.835123,CLOSED,,ROUTER-01,False
ALT-CSE-01-00137,CSE-01,HIGH,2024-12-01T19:00:01,2024-12-01T19:14:51.138546,2024-12-01T21:03:15.953664,CLOSED,,DB-SERVER-01,False
ALT-CSE-01-00138,CSE-01,LOW,2024-11-19T04:58:13,2024-11-19T05:12:01.530671,2024-11-19T06:12:16.932536,CLOSED,,ROUTER-01,False
ALT-CSE-01-00139,CSE-01,HIGH,2024-10-19T15:13:24,2024-10-19T15:14:36.827988,2024-10-19T18:13:23.277424,CLOSED,,ENDPOINT-01,False
ALT-CSE-01-00140,CSE-01,CRITICAL,2024-11-28T23:32:53,2024-11-28T23:42:09.316064,2024-11-29T00:19:11.672233,CLOSED,CAS-CSE-01-0040,ENDPOINT-01,False
ALT-CSE-01-00141,CSE-01,CRITICAL,2024-11-06T04:39:06,2024-11-06T04:43:13.683838,2024-11-06T05:34:26.905716,CLOSED,CAS-CSE-01-0041,DB-SERVER-01,False
ALT-CSE-01-00142,CSE-01,HIGH,2024-10-15T08:18:03,2024-10-15T08:23:23.552195,2024-10-15T10:20:08.001018,CLOSED,,ROUTER-01,False
ALT-CSE-01-00143,CSE-01,CRITICAL,2024-10-17T06:56:11,2024-10-17T07:10:38.648714,2024-10-17T07:28:26.451807,CLOSED,CAS-CSE-01-0042,WEB-SERVER-01,False
ALT-CSE-01-00144,CSE-01,LOW,2024-12-18T17:52:13,2024-12-18T17:57:40.201493,2024-12-18T20:17:31.342259,CLOSED,,ROUTER-01,False
ALT-CSE-01-00145,CSE-01,HIGH,2024-11-20T21:37:46,2024-11-20T21:50:32.819617,2024-11-21T00:32:35.066335,CLOSED,,ENDPOINT-01,False
ALT-CSE-01-00146,CSE-01,CRITICAL,2024-11-19T21:44:21,2024-11-19T21:48:03.590616,2024-11-19T22:23:37.442281,CLOSED,CAS-CSE-01-0043,FIREWALL-01,False
ALT-CSE-01-00147,CSE-01,HIGH,2024-10-11T23:50:30,2024-10-11T23:55:31.557973,2024-10-12T02:29:45.337604,CLOSED,CAS-CSE-01-0044,ROUTER-01,False
ALT-CSE-01-00148,CSE-01,MEDIUM,2024-12-08T23:55:26,2024-12-09T00:00:24.686040,2024-12-09T01:21:19.289685,CLOSED,CAS-CSE-01-0045,ROUTER-01,False
ALT-CSE-01-00149,CSE-01,MEDIUM,2024-12-23T23:25:03,2024-12-23T23:28:13.258626,2024-12-24T01:53:39.249841,CLOSED,,DB-SERVER-01,False
ALT-CSE-01-00150,CSE-01,MEDIUM,2024-11-09T07:04:14,2024-11-09T07:08:16.508982,2024-11-09T09:47:15.381811,CLOSED,,ENDPOINT-01,False
